codigo_municipio,nome_municipio,ano,categoria_rede_agua,variavel,unidade_medida,valor
3509809,Campos Novos Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1808
3509809,Campos Novos Paulista - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1484
3509809,Campos Novos Paulista - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,14
3509809,Campos Novos Paulista - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,310
3509908,Cananéia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4394
3509908,Cananéia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3774
3509908,Cananéia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,115
3509908,Cananéia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,505
3509957,Canas - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1575
3509957,Canas - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1480
3509957,Canas - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,5
3509957,Canas - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,90
3510005,Cândido Mota - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,10895
3510005,Cândido Mota - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,10286
3510005,Cândido Mota - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,42
3510005,Cândido Mota - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,567
3510104,Cândido Rodrigues - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1102
3510104,Cândido Rodrigues - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,984
3510104,Cândido Rodrigues - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,1
3510104,Cândido Rodrigues - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,117
3510153,Canitar - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2077
3510153,Canitar - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1947
3510153,Canitar - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,87
3510153,Canitar - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,43
3510203,Capão Bonito - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,16045
3510203,Capão Bonito - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,14071
3510203,Capão Bonito - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,207
3510203,Capão Bonito - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1767
3510302,Capela do Alto - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,7119
3510302,Capela do Alto - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5963
3510302,Capela do Alto - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,86
3510302,Capela do Alto - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1070
3510401,Capivari - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,17193
3510401,Capivari - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,16667
3510401,Capivari - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,200
3510401,Capivari - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,326
3510500,Caraguatatuba - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,48632
3510500,Caraguatatuba - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,46417
3510500,Caraguatatuba - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,578
3510500,Caraguatatuba - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1637
3510609,Carapicuíba - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,136793
3510609,Carapicuíba - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,135698
3510609,Carapicuíba - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,442
3510609,Carapicuíba - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,653
3510708,Cardoso - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4603
3510708,Cardoso - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4175
3510708,Cardoso - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,101
3510708,Cardoso - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,327
3510807,Casa Branca - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,9748
3510807,Casa Branca - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,8681
3510807,Casa Branca - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,174
3510807,Casa Branca - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,893
3510906,Cássia dos Coqueiros - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1076
3510906,Cássia dos Coqueiros - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,754
3510906,Cássia dos Coqueiros - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,-
3510906,Cássia dos Coqueiros - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,322
3511003,Castilho - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,7326
3511003,Castilho - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5537
3511003,Castilho - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,578
3511003,Castilho - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1211
3511102,Catanduva - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,44061
3511102,Catanduva - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,43161
3511102,Catanduva - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,241
3511102,Catanduva - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,659
3511201,Catiguá - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2510
3511201,Catiguá - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2400
3511201,Catiguá - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,104
3511201,Catiguá - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,6
3511300,Cedral - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4656
3511300,Cedral - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4136
3511300,Cedral - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,94
3511300,Cedral - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,426
3511409,Cerqueira César - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,7399
3511409,Cerqueira César - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,6731
3511409,Cerqueira César - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,69
3511409,Cerqueira César - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,599
3511508,Cerquilho - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,15904
3511508,Cerquilho - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,15028
3511508,Cerquilho - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,71
3511508,Cerquilho - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,805
3511607,Cesário Lange - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6140
3511607,Cesário Lange - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5061
3511607,Cesário Lange - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,154
3511607,Cesário Lange - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,925
3511706,Charqueada - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,5340
3511706,Charqueada - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5196
3511706,Charqueada - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,11
3511706,Charqueada - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,133
3511904,Clementina - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2566
3511904,Clementina - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2467
3511904,Clementina - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,7
3511904,Clementina - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,92
3512001,Colina - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6560
3512001,Colina - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,6260
3512001,Colina - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,121
3512001,Colina - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,179
3512100,Colômbia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2323
3512100,Colômbia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1928
3512100,Colômbia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,214
3512100,Colômbia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,181
3512209,Conchal - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,9456
3512209,Conchal - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,8838
3512209,Conchal - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,133
3512209,Conchal - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,485
3512308,Conchas - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,5593
3512308,Conchas - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4464
3512308,Conchas - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,28
3512308,Conchas - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1101
3512407,Cordeirópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,8530
3512407,Cordeirópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,8184
3512407,Cordeirópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,123
3512407,Cordeirópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,223
3512506,Coroados - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2021
3512506,Coroados - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1738
3512506,Coroados - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,53
3512506,Coroados - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,230
3512605,Coronel Macedo - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1654
3512605,Coronel Macedo - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1391
3512605,Coronel Macedo - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,5
3512605,Coronel Macedo - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,258
3512704,Corumbataí - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1458
3512704,Corumbataí - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,996
3512704,Corumbataí - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,28
3512704,Corumbataí - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,434
3512803,Cosmópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,21683
3512803,Cosmópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,20593
3512803,Cosmópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,82
3512803,Cosmópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1008
3512902,Cosmorama - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3267
3512902,Cosmorama - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2687
3512902,Cosmorama - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,39
3512902,Cosmorama - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,541
3513009,Cotia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,95935
3513009,Cotia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,89693
3513009,Cotia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,1373
3513009,Cotia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,4869
3513108,Cravinhos - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,11349
3513108,Cravinhos - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,11145
3513108,Cravinhos - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,15
3513108,Cravinhos - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,189
3513207,Cristais Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3262
3513207,Cristais Paulista - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2471
3513207,Cristais Paulista - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,45
3513207,Cristais Paulista - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,746
3513306,Cruzália - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,822
3513306,Cruzália - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,700
3513306,Cruzália - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,6
3513306,Cruzália - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,116
3513405,Cruzeiro - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,26776
3513405,Cruzeiro - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,26320
3513405,Cruzeiro - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,80
3513405,Cruzeiro - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,376
3513504,Cubatão - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,40091
3513504,Cubatão - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,38610
3513504,Cubatão - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,770
3513504,Cubatão - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,711
3513603,Cunha - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,8574
3513603,Cunha - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5121
3513603,Cunha - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,47
3513603,Cunha - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,3406
3513702,Descalvado - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,11400
3513702,Descalvado - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,10470
3513702,Descalvado - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,181
3513702,Descalvado - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,749
3513801,Diadema - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,144824
3513801,Diadema - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,144586
3513801,Diadema - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,103
3513801,Diadema - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,135
3513850,Dirce Reis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,642
3513850,Dirce Reis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,557
3513850,Dirce Reis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,8
3513850,Dirce Reis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,77
3513900,Divinolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4189
3513900,Divinolândia - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2866
3513900,Divinolândia - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,46
3513900,Divinolândia - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1277
3514007,Dobrada - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3076
3514007,Dobrada - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3002
3514007,Dobrada - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,14
3514007,Dobrada - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,60
3514106,Dois Córregos - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,8856
3514106,Dois Córregos - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,8501
3514106,Dois Córregos - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,212
3514106,Dois Córregos - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,143
3514205,Dolcinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,887
3514205,Dolcinópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,804
3514205,Dolcinópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,6
3514205,Dolcinópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,77
3514304,Dourado - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3103
3514304,Dourado - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2945
3514304,Dourado - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,38
3514304,Dourado - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,120
3514403,Dracena - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,17101
3514403,Dracena - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,16418
3514403,Dracena - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,130
3514403,Dracena - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,553
3514502,Duartina - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4790
3514502,Duartina - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,4248
3514502,Duartina - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,26
3514502,Duartina - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,516
3514601,Dumont - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,3296
3514601,Dumont - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,3223
3514601,Dumont - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,8
3514601,Dumont - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,65
3514700,Echaporã - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,2283
3514700,Echaporã - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1953
3514700,Echaporã - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,35
3514700,Echaporã - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,295
3514809,Eldorado - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,4598
3514809,Eldorado - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,2632
3514809,Eldorado - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,134
3514809,Eldorado - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1832
3514908,Elias Fausto - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,5967
3514908,Elias Fausto - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5071
3514908,Elias Fausto - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,135
3514908,Elias Fausto - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,761
3514924,Elisiário - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1184
3514924,Elisiário - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1105
3514924,Elisiário - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,4
3514924,Elisiário - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,75
3514957,Embaúba - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,896
3514957,Embaúba - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,787
3514957,Embaúba - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,9
3514957,Embaúba - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,100
3515004,Embu das Artes - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,87990
3515004,Embu das Artes - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,86573
3515004,Embu das Artes - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,342
3515004,Embu das Artes - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,1075
3515103,Embu-Guaçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,23396
3515103,Embu-Guaçu - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,18478
3515103,Embu-Guaçu - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,978
3515103,Embu-Guaçu - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,3940
3515129,Emilianópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,1177
3515129,Emilianópolis - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,1042
3515129,Emilianópolis - SP,2022,"Possui ligação à rede geral, mas utiliza principalmente outra forma",Domicílios particulares permanentes ocupados,Unidades,47
3515129,Emilianópolis - SP,2022,Não possui ligação com a rede geral,Domicílios particulares permanentes ocupados,Unidades,88
3515152,Engenheiro Coelho - SP,2022,Total,Domicílios particulares permanentes ocupados,Unidades,6884
3515152,Engenheiro Coelho - SP,2022,Possui ligação à rede geral e a utiliza como forma principal,Domicílios particulares permanentes ocupados,Unidades,5065
