codigo_municipio,nome_municipio,ano,situacao_domicilio,variavel,unidade_medida,valor
3513801,Diadema - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,144824
3513801,Diadema - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,144824
3513801,Diadema - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,-
3513850,Dirce Reis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,642
3513850,Dirce Reis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,533
3513850,Dirce Reis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,109
3513900,Divinolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4189
3513900,Divinolândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2873
3513900,Divinolândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1316
3514007,Dobrada - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3076
3514007,Dobrada - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3010
3514007,Dobrada - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,66
3514106,Dois Córregos - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,8856
3514106,Dois Córregos - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8523
3514106,Dois Córregos - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,333
3514205,Dolcinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,887
3514205,Dolcinópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,801
3514205,Dolcinópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,86
3514304,Dourado - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3103
3514304,Dourado - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2919
3514304,Dourado - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,184
3514403,Dracena - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,17101
3514403,Dracena - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,16185
3514403,Dracena - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,916
3514502,Duartina - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4790
3514502,Duartina - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4332
3514502,Duartina - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,458
3514601,Dumont - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3296
3514601,Dumont - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3217
3514601,Dumont - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,79
3514700,Echaporã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2283
3514700,Echaporã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1947
3514700,Echaporã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,336
3514809,Eldorado - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4598
3514809,Eldorado - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2444
3514809,Eldorado - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2154
3514908,Elias Fausto - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5967
3514908,Elias Fausto - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5196
3514908,Elias Fausto - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,771
3514924,Elisiário - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1184
3514924,Elisiário - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1109
3514924,Elisiário - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,75
3514957,Embaúba - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,896
3514957,Embaúba - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,795
3514957,Embaúba - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,101
3515004,Embu das Artes - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,87990
3515004,Embu das Artes - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,87520
3515004,Embu das Artes - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,470
3515103,Embu-Guaçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,23396
3515103,Embu-Guaçu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,20881
3515103,Embu-Guaçu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2515
3515129,Emilianópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1177
3515129,Emilianópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1039
3515129,Emilianópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,138
3515152,Engenheiro Coelho - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6884
3515152,Engenheiro Coelho - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6451
3515152,Engenheiro Coelho - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,433
3515186,Espírito Santo do Pinhal - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,14377
3515186,Espírito Santo do Pinhal - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,13170
3515186,Espírito Santo do Pinhal - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1207
3515194,Espírito Santo do Turvo - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1482
3515194,Espírito Santo do Turvo - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1274
3515194,Espírito Santo do Turvo - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,208
3515202,Estrela d'Oeste - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3464
3515202,Estrela d'Oeste - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2947
3515202,Estrela d'Oeste - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,517
3515301,Estrela do Norte - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,971
3515301,Estrela do Norte - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,783
3515301,Estrela do Norte - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,188
3515350,Euclides da Cunha Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3022
3515350,Euclides da Cunha Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1947
3515350,Euclides da Cunha Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1075
3515400,Fartura - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6221
3515400,Fartura - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5063
3515400,Fartura - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1158
3515509,Fernandópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,27621
3515509,Fernandópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,26762
3515509,Fernandópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,859
3515608,Fernando Prestes - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2238
3515608,Fernando Prestes - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2041
3515608,Fernando Prestes - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,197
3515657,Fernão - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,613
3515657,Fernão - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,371
3515657,Fernão - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,242
3515707,Ferraz de Vasconcelos - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,61301
3515707,Ferraz de Vasconcelos - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,60854
3515707,Ferraz de Vasconcelos - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,447
3515806,Flora Rica - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,610
3515806,Flora Rica - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,511
3515806,Flora Rica - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,99
3515905,Floreal - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1124
3515905,Floreal - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,957
3515905,Floreal - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,167
3516002,Flórida Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4315
3516002,Flórida Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3898
3516002,Flórida Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,417
3516101,Florínea - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1054
3516101,Florínea - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,964
3516101,Florínea - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,90
3516200,Franca - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,127921
3516200,Franca - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,126433
3516200,Franca - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1488
3516309,Francisco Morato - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,57668
3516309,Francisco Morato - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,57401
3516309,Francisco Morato - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,267
3516408,Franco da Rocha - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,49319
3516408,Franco da Rocha - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,48866
3516408,Franco da Rocha - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,453
3516507,Gabriel Monteiro - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1071
3516507,Gabriel Monteiro - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,946
3516507,Gabriel Monteiro - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,125
3516606,Gália - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2441
3516606,Gália - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2000
3516606,Gália - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,441
3516705,Garça - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,15523
3516705,Garça - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,14768
3516705,Garça - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,755
3516804,Gastão Vidigal - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1246
3516804,Gastão Vidigal - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1136
3516804,Gastão Vidigal - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,110
3516853,Gavião Peixoto - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1640
3516853,Gavião Peixoto - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1478
3516853,Gavião Peixoto - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,162
3516903,General Salgado - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4019
3516903,General Salgado - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3601
3516903,General Salgado - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,418
3517000,Getulina - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3408
3517000,Getulina - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2985
3517000,Getulina - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,423
3517109,Glicério - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1552
3517109,Glicério - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1294
3517109,Glicério - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,258
3517208,Guaiçara - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3997
3517208,Guaiçara - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3702
3517208,Guaiçara - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,295
3517307,Guaimbê - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2060
3517307,Guaimbê - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1834
3517307,Guaimbê - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,226
3517406,Guaíra - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,14707
3517406,Guaíra - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,14242
3517406,Guaíra - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,465
3517505,Guapiaçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,7735
3517505,Guapiaçu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,7247
3517505,Guapiaçu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,488
3517604,Guapiara - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6156
3517604,Guapiara - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2510
3517604,Guapiara - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,3646
3517703,Guará - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6681
3517703,Guará - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6498
3517703,Guará - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,183
3517802,Guaraçaí - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2941
3517802,Guaraçaí - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2344
3517802,Guaraçaí - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,597
3517901,Guaraci - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3915
3517901,Guaraci - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3658
3517901,Guaraci - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,257
3518008,Guarani d'Oeste - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,808
3518008,Guarani d'Oeste - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,700
3518008,Guarani d'Oeste - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,108
3518107,Guarantã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2295
3518107,Guarantã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1884
3518107,Guarantã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,411
3518206,Guararapes - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,11649
3518206,Guararapes - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,11107
3518206,Guararapes - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,542
3518305,Guararema - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,11086
3518305,Guararema - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,9104
3518305,Guararema - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1982
3518404,Guaratinguetá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,41905
3518404,Guaratinguetá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,40211
3518404,Guaratinguetá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1694
3518503,Guareí - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4516
3518503,Guareí - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2946
3518503,Guareí - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1570
3518602,Guariba - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,12902
3518602,Guariba - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,12759
3518602,Guariba - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,143
3518701,Guarujá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,99388
3518701,Guarujá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,99096
3518701,Guarujá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,292
3518800,Guarulhos - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,450559
3518800,Guarulhos - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,450349
3518800,Guarulhos - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,210
3518859,Guatapará - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2533
3518859,Guatapará - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2136
3518859,Guatapará - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,397
3518909,Guzolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1630
3518909,Guzolândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1448
3518909,Guzolândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,182
3519006,Herculândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3307
3519006,Herculândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2976
3519006,Herculândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,331
3519055,Holambra - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5163
3519055,Holambra - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4158
3519055,Holambra - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1005
3519071,Hortolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,80802
3519071,Hortolândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,80561
3519071,Hortolândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,241
3519105,Iacanga - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3957
3519105,Iacanga - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3699
3519105,Iacanga - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,258
3519204,Iacri - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2260
3519204,Iacri - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1908
3519204,Iacri - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,352
3519253,Iaras - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1791
3519253,Iaras - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1140
3519253,Iaras - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,651
3519303,Ibaté - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,11092
3519303,Ibaté - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,10954
3519303,Ibaté - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,138
3519402,Ibirá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4404
3519402,Ibirá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4195
3519402,Ibirá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,209
3519501,Ibirarema - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2403
3519501,Ibirarema - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2262
3519501,Ibirarema - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,141
3519600,Ibitinga - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,22213
3519600,Ibitinga - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,21564
3519600,Ibitinga - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,649
3519709,Ibiúna - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,26352
3519709,Ibiúna - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,18403
3519709,Ibiúna - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,7949
3519808,Icém - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2594
3519808,Icém - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2458
3519808,Icém - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,136
3519907,Iepê - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2901
3519907,Iepê - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2573
3519907,Iepê - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,328
3520004,Igaraçu do Tietê - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,8193
3520004,Igaraçu do Tietê - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8076
3520004,Igaraçu do Tietê - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,117
3520103,Igarapava - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,9857
3520103,Igarapava - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,9554
3520103,Igarapava - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,303
3520202,Igaratá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3926
3520202,Igaratá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2921
3520202,Igaratá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1005
3520301,Iguape - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,10838
3520301,Iguape - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8329
3520301,Iguape - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2509
3520400,Ilhabela - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,12710
3520400,Ilhabela - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,12337
3520400,Ilhabela - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,373
3520426,Ilha Comprida - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5258
3520426,Ilha Comprida - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5140
3520426,Ilha Comprida - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,118
3520442,Ilha Solteira - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,9704
3520442,Ilha Solteira - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8667
3520442,Ilha Solteira - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1037
3520509,Indaiatuba - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,90749
3520509,Indaiatuba - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,89286
3520509,Indaiatuba - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1463
3520608,Indiana - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1919
3520608,Indiana - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1691
3520608,Indiana - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,228
3520707,Indiaporã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1662
3520707,Indiaporã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1398
3520707,Indiaporã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,264
3520806,Inúbia Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1316
3520806,Inúbia Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1217
3520806,Inúbia Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,99
3520905,Ipaussu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4885
3520905,Ipaussu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4749
3520905,Ipaussu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,136
3521002,Iperó - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,11765
3521002,Iperó - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,10592
3521002,Iperó - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1173
3521101,Ipeúna - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2392
3521101,Ipeúna - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2205
3521101,Ipeúna - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,187
3521150,Ipiguá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2445
3521150,Ipiguá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2117
3521150,Ipiguá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,328
3521200,Iporanga - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1459
3521200,Iporanga - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,691
3521200,Iporanga - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,768
3521309,Ipuã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5339
3521309,Ipuã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5206
3521309,Ipuã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,133
3521408,Iracemápolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,7543
3521408,Iracemápolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,7506
3521408,Iracemápolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,37
3521507,Irapuã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2461
3521507,Irapuã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2241
3521507,Irapuã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,220
3521606,Irapuru - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2360
3521606,Irapuru - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2107
3521606,Irapuru - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,253
3521705,Itaberá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6517
3521705,Itaberá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4458
3521705,Itaberá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2059
3521804,Itaí - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,8665
3521804,Itaí - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,7453
3521804,Itaí - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1212
3521903,Itajobi - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6216
3521903,Itajobi - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5524
3521903,Itajobi - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,692
3522000,Itaju - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1307
