codigo_municipio,nome_municipio,ano,situacao_domicilio,variavel,unidade_medida,valor
3528304,Magda - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,184
3528403,Mairinque - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,17025
3528403,Mairinque - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,16167
3528403,Mairinque - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,858
3528502,Mairiporã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,33058
3528502,Mairiporã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,29759
3528502,Mairiporã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,3299
3528601,Manduri - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3689
3528601,Manduri - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3247
3528601,Manduri - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,442
3528700,Marabá Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1383
3528700,Marabá Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,712
3528700,Marabá Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,671
3528809,Maracaí - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4828
3528809,Maracaí - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4399
3528809,Maracaí - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,429
3528858,Marapoama - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1238
3528858,Marapoama - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1107
3528858,Marapoama - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,131
3528908,Mariápolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1382
3528908,Mariápolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1200
3528908,Mariápolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,182
3529005,Marília - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,88399
3529005,Marília - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,87410
3529005,Marília - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,989
3529104,Marinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,717
3529104,Marinópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,584
3529104,Marinópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,133
3529203,Martinópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,8845
3529203,Martinópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8023
3529203,Martinópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,822
3529302,Matão - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,28821
3529302,Matão - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,28313
3529302,Matão - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,508
3529401,Mauá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,152619
3529401,Mauá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,152156
3529401,Mauá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,463
3529500,Mendonça - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2315
3529500,Mendonça - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2065
3529500,Mendonça - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,250
3529609,Meridiano - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1726
3529609,Meridiano - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1403
3529609,Meridiano - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,323
3529658,Mesópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,743
3529658,Mesópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,608
3529658,Mesópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,135
3529708,Miguelópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,7138
3529708,Miguelópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6822
3529708,Miguelópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,316
3529807,Mineiros do Tietê - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4138
3529807,Mineiros do Tietê - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3985
3529807,Mineiros do Tietê - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,153
3529906,Miracatu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6846
3529906,Miracatu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4431
3529906,Miracatu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2415
3530003,Mira Estrela - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1243
3530003,Mira Estrela - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1015
3530003,Mira Estrela - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,228
3530102,Mirandópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,9108
3530102,Mirandópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,7953
3530102,Mirandópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1155
3530201,Mirante do Paranapanema - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6122
3530201,Mirante do Paranapanema - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3820
3530201,Mirante do Paranapanema - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2302
3530300,Mirassol - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,23213
3530300,Mirassol - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,22624
3530300,Mirassol - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,589
3530409,Mirassolândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1721
3530409,Mirassolândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1503
3530409,Mirassolândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,218
3530508,Mococa - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,24696
3530508,Mococa - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,23489
3530508,Mococa - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1207
3530607,Mogi das Cruzes - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,158693
3530607,Mogi das Cruzes - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,149399
3530607,Mogi das Cruzes - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,9294
3530706,Mogi Guaçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,54720
3530706,Mogi Guaçu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,53445
3530706,Mogi Guaçu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1275
3530805,Mogi Mirim - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,33795
3530805,Mogi Mirim - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,32104
3530805,Mogi Mirim - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1691
3530904,Mombuca - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1232
3530904,Mombuca - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1038
3530904,Mombuca - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,194
3531001,Monções - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,799
3531001,Monções - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,724
3531001,Monções - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,75
3531100,Mongaguá - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,21572
3531100,Mongaguá - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,21321
3531100,Mongaguá - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,251
3531209,Monte Alegre do Sul - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3244
3531209,Monte Alegre do Sul - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2287
3531209,Monte Alegre do Sul - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,957
3531308,Monte Alto - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,18050
3531308,Monte Alto - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,17443
3531308,Monte Alto - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,607
3531407,Monte Aprazível - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,8641
3531407,Monte Aprazível - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,8094
3531407,Monte Aprazível - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,547
3531506,Monte Azul Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6769
3531506,Monte Azul Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6401
3531506,Monte Azul Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,368
3531605,Monte Castelo - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1626
3531605,Monte Castelo - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1369
3531605,Monte Castelo - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,257
3531704,Monteiro Lobato - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1568
3531704,Monteiro Lobato - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,561
3531704,Monteiro Lobato - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1007
3531803,Monte Mor - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,22385
3531803,Monte Mor - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,21742
3531803,Monte Mor - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,643
3531902,Morro Agudo - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,10018
3531902,Morro Agudo - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,9655
3531902,Morro Agudo - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,363
3532009,Morungaba - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4779
3532009,Morungaba - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4119
3532009,Morungaba - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,660
3532058,Motuca - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1412
3532058,Motuca - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1037
3532058,Motuca - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,375
3532108,Murutinga do Sul - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1480
3532108,Murutinga do Sul - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1099
3532108,Murutinga do Sul - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,381
3532157,Nantes - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1027
3532157,Nantes - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,942
3532157,Nantes - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,85
3532207,Narandiba - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2063
3532207,Narandiba - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1839
3532207,Narandiba - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,224
3532306,Natividade da Serra - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2838
3532306,Natividade da Serra - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1173
3532306,Natividade da Serra - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1665
3532405,Nazaré Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6724
3532405,Nazaré Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3308
3532405,Nazaré Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,3416
3532504,Neves Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3718
3532504,Neves Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3370
3532504,Neves Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,348
3532603,Nhandeara - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4016
3532603,Nhandeara - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3411
3532603,Nhandeara - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,605
3532702,Nipoã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1761
3532702,Nipoã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1607
3532702,Nipoã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,154
3532801,Nova Aliança - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2501
3532801,Nova Aliança - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2258
3532801,Nova Aliança - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,243
3532827,Nova Campina - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2920
3532827,Nova Campina - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2055
3532827,Nova Campina - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,865
3532843,Nova Canaã Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,819
3532843,Nova Canaã Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,540
3532843,Nova Canaã Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,279
3532868,Nova Castilho - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,398
3532868,Nova Castilho - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,293
3532868,Nova Castilho - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,105
3532900,Nova Europa - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3373
3532900,Nova Europa - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3237
3532900,Nova Europa - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,136
3533007,Nova Granada - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,7285
3533007,Nova Granada - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6746
3533007,Nova Granada - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,539
3533106,Nova Guataporanga - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,867
3533106,Nova Guataporanga - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,785
3533106,Nova Guataporanga - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,82
3533205,Nova Independência - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1471
3533205,Nova Independência - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1287
3533205,Nova Independência - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,184
3533254,Novais - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1593
3533254,Novais - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1488
3533254,Novais - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,105
3533304,Nova Luzitânia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1122
3533304,Nova Luzitânia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,987
3533304,Nova Luzitânia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,135
3533403,Nova Odessa - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,22197
3533403,Nova Odessa - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,22025
3533403,Nova Odessa - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,172
3533502,Novo Horizonte - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,14750
3533502,Novo Horizonte - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,14093
3533502,Novo Horizonte - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,657
3533601,Nuporanga - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2686
3533601,Nuporanga - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2514
3533601,Nuporanga - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,172
3533700,Ocauçu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1622
3533700,Ocauçu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1380
3533700,Ocauçu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,242
3533809,Óleo - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,973
3533809,Óleo - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,754
3533809,Óleo - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,219
3533908,Olímpia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,20418
3533908,Olímpia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,19812
3533908,Olímpia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,606
3534005,Onda Verde - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1703
3534005,Onda Verde - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1555
3534005,Onda Verde - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,148
3534104,Oriente - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2202
3534104,Oriente - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2086
3534104,Oriente - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,116
3534203,Orindiúva - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2117
3534203,Orindiúva - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1979
3534203,Orindiúva - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,138
3534302,Orlândia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,13559
3534302,Orlândia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,13287
3534302,Orlândia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,272
3534401,Osasco - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,261473
3534401,Osasco - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,261470
3534401,Osasco - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,3
3534500,Oscar Bressane - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,960
3534500,Oscar Bressane - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,802
3534500,Oscar Bressane - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,158
3534609,Osvaldo Cruz - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,11761
3534609,Osvaldo Cruz - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,11321
3534609,Osvaldo Cruz - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,440
3534708,Ourinhos - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,38002
3534708,Ourinhos - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,37376
3534708,Ourinhos - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,626
3534757,Ouroeste - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4044
3534757,Ouroeste - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3718
3534757,Ouroeste - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,326
3534807,Ouro Verde - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2929
3534807,Ouro Verde - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2769
3534807,Ouro Verde - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,160
3534906,Pacaembu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3834
3534906,Pacaembu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3490
3534906,Pacaembu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,344
3535002,Palestina - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4452
3535002,Palestina - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3903
3535002,Palestina - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,549
3535101,Palmares Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3433
3535101,Palmares Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3373
3535101,Palmares Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,60
3535200,Palmeira d'Oeste - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,3535
3535200,Palmeira d'Oeste - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2947
3535200,Palmeira d'Oeste - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,588
3535309,Palmital - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,7363
3535309,Palmital - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,6990
3535309,Palmital - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,373
3535408,Panorama - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5489
3535408,Panorama - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5335
3535408,Panorama - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,154
3535507,Paraguaçu Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,14825
3535507,Paraguaçu Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,13988
3535507,Paraguaçu Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,837
3535606,Paraibuna - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6628
3535606,Paraibuna - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4028
3535606,Paraibuna - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,2600
3535705,Paraíso - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2268
3535705,Paraíso - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1986
3535705,Paraíso - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,282
3535804,Paranapanema - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6843
3535804,Paranapanema - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5608
3535804,Paranapanema - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1235
3535903,Paranapuã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1531
3535903,Paranapuã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,1410
3535903,Paranapuã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,121
3536000,Parapuã - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,4102
3536000,Parapuã - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,3586
3536000,Parapuã - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,516
3536109,Pardinho - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2504
3536109,Pardinho - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2185
3536109,Pardinho - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,319
3536208,Pariquera-Açu - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,6871
3536208,Pariquera-Açu - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,5175
3536208,Pariquera-Açu - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1696
3536257,Parisi - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1108
3536257,Parisi - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,969
3536257,Parisi - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,139
3536307,Patrocínio Paulista - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5023
3536307,Patrocínio Paulista - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4290
3536307,Patrocínio Paulista - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,733
3536406,Paulicéia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2930
3536406,Paulicéia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2660
3536406,Paulicéia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,270
3536505,Paulínia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,37896
3536505,Paulínia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,37534
3536505,Paulínia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,362
3536570,Paulistânia - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,766
3536570,Paulistânia - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,577
3536570,Paulistânia - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,189
3536604,Paulo de Faria - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2916
3536604,Paulo de Faria - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,2664
3536604,Paulo de Faria - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,252
3536703,Pederneiras - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,15611
3536703,Pederneiras - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,14659
3536703,Pederneiras - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,952
3536802,Pedra Bela - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,2462
3536802,Pedra Bela - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,657
3536802,Pedra Bela - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1805
3536901,Pedranópolis - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,1052
3536901,Pedranópolis - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,677
3536901,Pedranópolis - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,375
3537008,Pedregulho - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,5570
3537008,Pedregulho - SP,2022,Urbana,Domicílios particulares permanentes ocupados,Domicílios,4425
3537008,Pedregulho - SP,2022,Rural,Domicílios particulares permanentes ocupados,Domicílios,1145
3537107,Pedreira - SP,2022,Total,Domicílios particulares permanentes ocupados,Domicílios,15759
