Cod_mun;municipios;PIB;Ano
3533254;Novais;R$ 48.362.523,;2016
3533304;Nova Luzitânia;R$ 42.586.508,;2016
3533403;Nova Odessa;R$ 2.980.533.868,;2016
3533502;Novo Horizonte;R$ 1.259.294.821,;2016
3533601;Nuporanga;R$ 517.702.333,;2016
3533700;Ocauçu;R$ 89.317.510,;2016
3533809;Óleo;R$ 89.878.689,;2016
3533908;Olímpia;R$ 1.889.058.029,;2016
3534005;Onda Verde;R$ 116.692.170,;2016
3534104;Oriente;R$ 94.959.271,;2016
3534203;Orindiúva;R$ 425.365.932,;2016
3534302;Orlândia;R$ 1.673.808.186,;2016
3534401;Osasco;R$ 75.683.470.016,;2016
3534500;Oscar Bressane;R$ 85.269.447,;2016
3534609;Osvaldo Cruz;R$ 834.244.228,;2016
3534708;Ourinhos;R$ 2.840.996.394,;2016
3534757;Ouroeste;R$ 390.358.039,;2016
3534807;Ouro Verde;R$ 100.227.225,;2016
3534906;Pacaembu;R$ 197.379.566,;2016
3535002;Palestina;R$ 350.392.376,;2016
3535101;Palmares Paulista;R$ 103.877.783,;2016
3535200;Palmeira d'Oeste;R$ 188.580.514,;2016
3535309;Palmital;R$ 623.742.460,;2016
3535408;Panorama;R$ 260.217.290,;2016
3535507;Paraguaçu Paulista;R$ 1.188.897.748,;2016
3535606;Paraibuna;R$ 261.848.654,;2016
3535705;Paraíso;R$ 234.315.582,;2016
3535804;Paranapanema;R$ 647.071.138,;2016
3535903;Paranapuã;R$ 84.691.899,;2016
3536000;Parapuã;R$ 311.552.271,;2016
3536109;Pardinho;R$ 283.790.613,;2016
3536208;Pariquera-Açu;R$ 506.970.593,;2016
3536257;Parisi;R$ 39.374.833,;2016
3536307;Patrocínio Paulista;R$ 903.159.304,;2016
3536406;Paulicéia;R$ 141.373.612,;2016
3536505;Paulínia;R$ 36.499.592.834,;2016
3536570;Paulistânia;R$ 31.343.361,;2016
3536604;Paulo de Faria;R$ 226.307.250,;2016
3536703;Pederneiras;R$ 1.822.518.869,;2016
3536802;Pedra Bela;R$ 76.159.991,;2016
3536901;Pedranópolis;R$ 56.922.749,;2016
3537008;Pedregulho;R$ 886.506.846,;2016
3537107;Pedreira;R$ 1.126.309.087,;2016
3537156;Pedrinhas Paulista;R$ 134.985.303,;2016
3537206;Pedro de Toledo;R$ 144.299.613,;2016
3537305;Penápolis;R$ 1.545.655.130,;2016
3537404;Pereira Barreto;R$ 741.978.650,;2016
3537503;Pereiras;R$ 167.205.875,;2016
3537602;Peruíbe;R$ 1.187.475.122,;2016
3537701;Piacatu;R$ 97.253.141,;2016
3537800;Piedade;R$ 1.233.915.511,;2016
3537909;Pilar do Sul;R$ 606.443.955,;2016
3538006;Pindamonhangaba;R$ 6.763.530.359,;2016
3538105;Pindorama;R$ 347.648.890,;2016
3538204;Pinhalzinho;R$ 240.609.586,;2016
3538303;Piquerobi;R$ 56.425.669,;2016
3538501;Piquete;R$ 147.698.254,;2016
3538600;Piracaia;R$ 464.088.770,;2016
3538709;Piracicaba;R$ 21.824.202.932,;2016
3538808;Piraju;R$ 607.437.019,;2016
3538907;Pirajuí;R$ 399.152.848,;2016
3539004;Pirangi;R$ 267.245.599,;2016
3539103;Pirapora do Bom Jesus;R$ 365.341.588,;2016
3539202;Pirapozinho;R$ 749.444.599,;2016
3539301;Pirassununga;R$ 2.489.882.908,;2016
3539400;Piratininga;R$ 197.102.201,;2016
3539509;Pitangueiras;R$ 1.502.693.715,;2016
3539608;Planalto;R$ 103.996.248,;2016
3539707;Platina;R$ 82.488.647,;2016
3539806;Poá;R$ 4.435.624.888,;2016
3539905;Poloni;R$ 133.850.083,;2016
3540002;Pompéia;R$ 1.126.560.705,;2016
3540101;Pongaí;R$ 76.282.733,;2016
3540200;Pontal;R$ 1.030.901.583,;2016
3540259;Pontalinda;R$ 70.282.023,;2016
3540309;Pontes Gestal;R$ 136.140.142,;2016
3540408;Populina;R$ 94.817.891,;2016
3540507;Porangaba;R$ 171.048.386,;2016
3540606;Porto Feliz;R$ 1.778.360.182,;2016
3540705;Porto Ferreira;R$ 1.864.746.119,;2016
3540754;Potim;R$ 219.111.106,;2016
3540804;Potirendaba;R$ 488.486.365,;2016
3540853;Pracinha;R$ 27.568.045,;2016
3540903;Pradópolis;R$ 759.235.162,;2016
3541000;Praia Grande;R$ 6.197.206.626,;2016
3541059;Pratânia;R$ 107.106.231,;2016
3541109;Presidente Alves;R$ 77.468.449,;2016
3541208;Presidente Bernardes;R$ 257.711.455,;2016
3541307;Presidente Epitácio;R$ 853.810.558,;2016
3541406;Presidente Prudente;R$ 7.397.140.445,;2016
3541505;Presidente Venceslau;R$ 709.553.070,;2016
3541604;Promissão;R$ 1.610.126.300,;2016
3541653;Quadra;R$ 81.219.975,;2016
3541703;Quatá;R$ 423.544.462,;2016
3541802;Queiroz;R$ 306.559.858,;2016
3541901;Queluz;R$ 270.279.742,;2016
3542008;Quintana;R$ 158.829.940,;2016
3542107;Rafard;R$ 334.979.332,;2016
3542206;Rancharia;R$ 1.120.139.633,;2016
3542305;Redenção da Serra;R$ 55.774.149,;2016
3542404;Regente Feijó;R$ 612.830.230,;2016
3542503;Reginópolis;R$ 130.095.529,;2016
3542602;Registro;R$ 1.827.928.371,;2016
3542701;Restinga;R$ 177.496.850,;2016
3542800;Ribeira;R$ 48.518.412,;2016
3542909;Ribeirão Bonito;R$ 245.619.054,;2016
3543006;Ribeirão Branco;R$ 406.806.840,;2016
3543105;Ribeirão Corrente;R$ 115.835.444,;2016
3543204;Ribeirão do Sul;R$ 128.912.367,;2016
3543238;Ribeirão dos Índios;R$ 39.925.160,;2016
3543253;Ribeirão Grande;R$ 301.483.521,;2016
3543303;Ribeirão Pires;R$ 3.000.733.199,;2016
3543402;Ribeirão Preto;R$ 30.035.541.734,;2016
3543501;Riversul;R$ 64.701.318,;2016
3543600;Rifaina;R$ 105.740.631,;2016
3543709;Rincão;R$ 182.647.594,;2016
3543808;Rinópolis;R$ 233.029.212,;2016
3543907;Rio Claro;R$ 8.920.855.878,;2016
3544004;Rio das Pedras;R$ 1.024.243.666,;2016
3544103;Rio Grande da Serra;R$ 607.626.155,;2016
3544202;Riolândia;R$ 204.288.133,;2016
3544251;Rosana;R$ 2.235.751.882,;2016
3544301;Roseira;R$ 249.122.811,;2016
3544400;Rubiácea;R$ 57.972.803,;2016
3544509;Rubinéia;R$ 71.320.204,;2016
3544608;Sabino;R$ 118.375.771,;2016
3544707;Sagres;R$ 41.093.736,;2016
3544806;Sales;R$ 130.470.242,;2016
3544905;Sales Oliveira;R$ 331.584.448,;2016
3545001;Salesópolis;R$ 200.322.338,;2016
3545100;Salmourão;R$ 68.914.974,;2016
3545159;Saltinho;R$ 225.249.446,;2016
3545209;Salto;R$ 6.037.530.555,;2016
3545308;Salto de Pirapora;R$ 1.470.215.806,;2016
3545407;Salto Grande;R$ 223.225.195,;2016
3545506;Sandovalina;R$ 504.989.270,;2016
3545605;Santa Adélia;R$ 299.347.074,;2016
3545704;Santa Albertina;R$ 190.555.793,;2016
3545803;Santa Bárbara d'Oeste;R$ 5.375.127.208,;2016
3546009;Santa Branca;R$ 219.261.481,;2016
3546108;Santa Clara d'Oeste;R$ 53.877.434,;2016
3546207;Santa Cruz da Conceição;R$ 115.743.403,;2016
3546256;Santa Cruz da Esperança;R$ 51.499.730,;2016
3546306;Santa Cruz das Palmeiras;R$ 450.974.381,;2016
3546405;Santa Cruz do Rio Pardo;R$ 1.967.148.987,;2016
3546504;Santa Ernestina;R$ 85.213.736,;2016
3546603;Santa Fé do Sul;R$ 970.882.578,;2016
3546702;Santa Gertrudes;R$ 1.615.013.019,;2016
3546801;Santa Isabel;R$ 1.285.235.825,;2016
3546900;Santa Lúcia;R$ 105.056.381,;2016
3547007;Santa Maria da Serra;R$ 106.602.599,;2016
3547106;Santa Mercedes;R$ 59.072.264,;2016
3547205;Santana da Ponte Pensa;R$ 34.151.209,;2016
3547304;Santana de Parnaíba;R$ 8.265.334.206,;2016
3547403;Santa Rita d'Oeste;R$ 52.444.043,;2016
3547502;Santa Rita do Passa Quatro;R$ 595.471.880,;2016
3547601;Santa Rosa de Viterbo;R$ 717.016.761,;2016
3547650;Santa Salete;R$ 32.562.861,;2016
3547700;Santo Anastácio;R$ 404.622.310,;2016
3547809;Santo André;R$ 26.837.380.335,;2016
3547908;Santo Antônio da Alegria;R$ 156.934.804,;2016
3548005;Santo Antônio de Posse;R$ 967.009.106,;2016
3548054;Santo Antônio do Aracanguá;R$ 206.174.418,;2016
3548104;Santo Antônio do Jardim;R$ 154.264.603,;2016
3548203;Santo Antônio do Pinhal;R$ 99.090.785,;2016
3548302;Santo Expedito;R$ 35.289.551,;2016
3548401;Santópolis do Aguapeí;R$ 56.341.606,;2016
3548500;Santos;R$ 21.708.055.066,;2016
3548609;São Bento do Sapucaí;R$ 181.627.062,;2016
3548708;São Bernardo do Campo;R$ 43.222.829.059,;2016
3548807;São Caetano do Sul;R$ 12.960.847.025,;2016
3548906;São Carlos;R$ 9.991.863.389,;2016
3549003;São Francisco;R$ 47.047.037,;2016
3549102;São João da Boa Vista;R$ 2.787.484.551,;2016
3549201;São João das Duas Pontes;R$ 35.450.716,;2016
3549250;São João de Iracema;R$ 31.403.571,;2016
3549300;São João do Pau d'Alho;R$ 50.627.129,;2016
3549409;São Joaquim da Barra;R$ 1.453.585.009,;2016
3549508;São José da Bela Vista;R$ 152.498.415,;2016
3549607;São José do Barreiro;R$ 53.304.259,;2016
3549706;São José do Rio Pardo;R$ 1.722.015.512,;2016
3549805;São José do Rio Preto;R$ 15.621.477.243,;2016
3549904;São José dos Campos;R$ 41.630.242.963,;2016
3549953;São Lourenço da Serra;R$ 197.621.156,;2016
3550001;São Luiz do Paraitinga;R$ 156.910.279,;2016
3550100;São Manuel;R$ 1.089.045.649,;2016
3550209;São Miguel Arcanjo;R$ 667.135.016,;2016
3550308;São Paulo;R$ 683.066.696.839,;2016
3550407;São Pedro;R$ 679.406.564,;2016
3550506;São Pedro do Turvo;R$ 181.632.130,;2016
3550605;São Roque;R$ 2.581.681.273,;2016
3550704;São Sebastião;R$ 2.613.066.152,;2016
3550803;São Sebastião da Grama;R$ 301.337.271,;2016
3550902;São Simão;R$ 429.658.687,;2016
3551009;São Vicente;R$ 5.064.791.097,;2016
3551108;Sarapuí;R$ 134.881.243,;2016
3551207;Sarutaiá;R$ 65.188.790,;2016
3551306;Sebastianópolis do Sul;R$ 277.296.504,;2016
3551405;Serra Azul;R$ 148.660.096,;2016
3551504;Serrana;R$ 892.502.527,;2016
3551603;Serra Negra;R$ 664.973.867,;2016
3551702;Sertãozinho;R$ 5.005.873.251,;2016
3551801;Sete Barras;R$ 377.499.257,;2016
3551900;Severínia;R$ 211.679.741,;2016
3552007;Silveiras;R$ 62.441.013,;2016
3552106;Socorro;R$ 766.717.762,;2016
3552205;Sorocaba;R$ 30.530.266.892,;2016
3552304;Sud Mennucci;R$ 167.428.781,;2016
3552403;Sumaré;R$ 12.237.213.217,;2016
3552502;Suzano;R$ 10.492.191.930,;2016
3552551;Suzanápolis;R$ 78.521.211,;2016
3552601;Tabapuã;R$ 238.911.490,;2016
3552700;Tabatinga;R$ 241.392.702,;2016
3552809;Taboão da Serra;R$ 8.113.750.992,;2016
3552908;Taciba;R$ 132.470.112,;2016
3553005;Taguaí;R$ 210.872.601,;2016
3553104;Taiaçu;R$ 78.021.135,;2016
3553203;Taiúva;R$ 106.085.710,;2016
3553302;Tambaú;R$ 534.654.924,;2016
3553401;Tanabi;R$ 822.809.549,;2016
3553500;Tapiraí;R$ 150.321.618,;2016
3553609;Tapiratiba;R$ 307.151.331,;2016
3553658;Taquaral;R$ 34.147.549,;2016
3553708;Taquaritinga;R$ 1.353.954.991,;2016
3553807;Taquarituba;R$ 646.054.747,;2016
3553856;Taquarivaí;R$ 239.576.075,;2016
3553906;Tarabai;R$ 104.053.540,;2016
3553955;Tarumã;R$ 808.778.457,;2016
3554003;Tatuí;R$ 3.779.661.782,;2016
3554102;Taubaté;R$ 15.525.608.251,;2016
3554201;Tejupá;R$ 90.741.761,;2016
3554300;Teodoro Sampaio;R$ 471.467.073,;2016
3554409;Terra Roxa;R$ 130.183.295,;2016
3554508;Tietê;R$ 1.726.396.647,;2016
3554607;Timburi;R$ 47.451.318,;2016
3554656;Torre de Pedra;R$ 24.490.631,;2016
3554706;Torrinha;R$ 206.197.335,;2016
3554755;Trabiju;R$ 45.729.939,;2016
3554805;Tremembé;R$ 702.293.494,;2016
3554904;Três Fronteiras;R$ 104.296.538,;2016
3554953;Tuiuti;R$ 84.109.614,;2016
3555000;Tupã;R$ 1.641.861.010,;2016
3555109;Tupi Paulista;R$ 255.048.537,;2016
3555208;Turiúba;R$ 41.335.463,;2016
3555307;Turmalina;R$ 54.668.720,;2016
3555356;Ubarana;R$ 362.669.028,;2016
3555406;Ubatuba;R$ 1.783.037.243,;2016
3555505;Ubirajara;R$ 93.547.252,;2016
3555604;Uchoa;R$ 228.781.940,;2016
3555703;União Paulista;R$ 45.855.530,;2016
3555802;Urânia;R$ 175.472.860,;2016
3555901;Uru;R$ 48.216.413,;2016
3556008;Urupês;R$ 360.672.239,;2016
3556107;Valentim Gentil;R$ 292.318.482,;2016
3556206;Valinhos;R$ 5.357.711.971,;2016
3556305;Valparaíso;R$ 855.507.941,;2016
3556354;Vargem;R$ 103.069.970,;2016
3556404;Vargem Grande do Sul;R$ 910.799.730,;2016
3556453;Vargem Grande Paulista;R$ 1.740.033.091,;2016
3556503;Várzea Paulista;R$ 2.539.800.880,;2016
3556602;Vera Cruz;R$ 121.613.237,;2016
3556701;Vinhedo;R$ 8.085.038.402,;2016
3556800;Viradouro;R$ 319.900.108,;2016
3556909;Vista Alegre do Alto;R$ 330.550.222,;2016
3556958;Vitória Brasil;R$ 34.972.403,;2016
3557006;Votorantim;R$ 3.076.564.987,;2016
3557105;Votuporanga;R$ 2.586.155.522,;2016
3557154;Zacarias;R$ 75.783.572,;2016
3557204;Chavantes;R$ 199.412.391,;2016
3557303;Estiva Gerbi;R$ 272.340.054,;2016
3500105;Adamantina;R$ 1.040.823.857,;2017
3500204;Adolfo;R$ 100.915.019,;2017
3500303;Aguaí;R$ 955.577.691,;2017
3500402;Águas da Prata;R$ 154.591.514,;2017
3500501;Águas de Lindóia;R$ 475.744.685,;2017
3500550;Águas de Santa Bárbara;R$ 150.486.005,;2017
3500600;Águas de São Pedro;R$ 132.808.602,;2017
3500709;Agudos;R$ 2.047.051.281,;2017
3500758;Alambari;R$ 102.849.798,;2017
3500808;Alfredo Marcondes;R$ 80.859.611,;2017
3500907;Altair;R$ 212.223.237,;2017
3501004;Altinópolis;R$ 524.962.195,;2017
3501103;Alto Alegre;R$ 111.220.201,;2017
3501152;Alumínio;R$ 1.859.450.241,;2017
3501202;Álvares Florence;R$ 105.674.954,;2017
3501301;Álvares Machado;R$ 522.753.858,;2017
3501400;Álvaro de Carvalho;R$ 50.876.288,;2017
3501509;Alvinlândia;R$ 64.454.577,;2017
3501608;Americana;R$ 10.984.203.188,;2017
3501707;Américo Brasiliense;R$ 981.225.621,;2017
3501806;Américo de Campos;R$ 104.201.798,;2017
3501905;Amparo;R$ 4.205.649.358,;2017
3502002;Analândia;R$ 160.416.267,;2017
3502101;Andradina;R$ 1.976.247.675,;2017
3502200;Angatuba;R$ 987.425.627,;2017
3502309;Anhembi;R$ 156.175.816,;2017
3502408;Anhumas;R$ 85.031.295,;2017
3502507;Aparecida;R$ 1.047.692.140,;2017
3502606;Aparecida d'Oeste;R$ 134.356.622,;2017
3502705;Apiaí;R$ 651.325.031,;2017
3502754;Araçariguama;R$ 2.842.563.522,;2017
3502804;Araçatuba;R$ 6.967.839.404,;2017
3502903;Araçoiaba da Serra;R$ 655.310.784,;2017
3503000;Aramina;R$ 150.201.597,;2017
3503109;Arandu;R$ 123.456.822,;2017
3503158;Arapeí;R$ 29.846.463,;2017
3503208;Araraquara;R$ 9.289.707.228,;2017
3503307;Araras;R$ 5.381.996.672,;2017
3503356;Arco-Íris;R$ 48.214.589,;2017
3503406;Arealva;R$ 212.988.913,;2017
3503505;Areias;R$ 43.617.429,;2017
3503604;Areiópolis;R$ 136.809.241,;2017
3503703;Ariranha;R$ 770.043.863,;2017
3503802;Artur Nogueira;R$ 1.099.912.275,;2017
3503901;Arujá;R$ 5.415.782.377,;2017
3503950;Aspásia;R$ 33.421.330,;2017
3504008;Assis;R$ 3.323.418.670,;2017
3504107;Atibaia;R$ 6.466.468.200,;2017
3504206;Auriflama;R$ 294.993.261,;2017
3504305;Avaí;R$ 266.052.337,;2017
3504404;Avanhandava;R$ 382.119.741,;2017
3504503;Avaré;R$ 2.639.476.333,;2017
3504602;Bady Bassitt;R$ 340.196.100,;2017
3504701;Balbinos;R$ 55.455.929,;2017
3504800;Bálsamo;R$ 216.961.165,;2017
3504909;Bananal;R$ 201.893.904,;2017
3505005;Barão de Antonina;R$ 43.662.485,;2017
3505104;Barbosa;R$ 88.827.246,;2017
3505203;Bariri;R$ 1.130.697.700,;2017
3505302;Barra Bonita;R$ 1.305.457.537,;2017
3505351;Barra do Chapéu;R$ 82.286.700,;2017
3505401;Barra do Turvo;R$ 86.409.208,;2017
3505500;Barretos;R$ 4.680.235.770,;2017
3505609;Barrinha;R$ 467.961.014,;2017
3505708;Barueri;R$ 47.741.848.934,;2017
3505807;Bastos;R$ 1.065.663.165,;2017
3505906;Batatais;R$ 1.533.589.955,;2017
3506003;Bauru;R$ 13.869.777.602,;2017
3506102;Bebedouro;R$ 3.220.582.682,;2017
3506201;Bento de Abreu;R$ 186.127.564,;2017
3506300;Bernardino de Campos;R$ 228.971.741,;2017
3506359;Bertioga;R$ 1.604.987.320,;2017
3506409;Bilac;R$ 182.767.546,;2017
3506508;Birigui;R$ 3.186.669.532,;2017
3506607;Biritiba Mirim;R$ 707.866.560,;2017
3506706;Boa Esperança do Sul;R$ 368.586.079,;2017
3506805;Bocaina;R$ 225.272.865,;2017
3506904;Bofete;R$ 169.056.653,;2017
3507001;Boituva;R$ 2.679.117.362,;2017
3507100;Bom Jesus dos Perdões;R$ 827.557.784,;2017
3507159;Bom Sucesso de Itararé;R$ 53.768.555,;2017
3507209;Borá;R$ 81.500.275,;2017
3507308;Boracéia;R$ 372.153.245,;2017
3507407;Borborema;R$ 405.881.879,;2017
3507456;Borebi;R$ 62.226.858,;2017
3507506;Botucatu;R$ 4.280.451.777,;2017
3507605;Bragança Paulista;R$ 5.636.712.409,;2017
3507704;Braúna;R$ 94.101.943,;2017
3507753;Brejo Alegre;R$ 171.894.307,;2017
3507803;Brodowski;R$ 649.016.902,;2017
3507902;Brotas;R$ 767.815.178,;2017
3508009;Buri;R$ 368.329.299,;2017
3508108;Buritama;R$ 621.092.768,;2017
3508207;Buritizal;R$ 186.081.856,;2017
3508306;Cabrália Paulista;R$ 83.190.767,;2017
3508405;Cabreúva;R$ 4.496.542.973,;2017
3508504;Caçapava;R$ 4.184.497.074,;2017
3508603;Cachoeira Paulista;R$ 592.020.988,;2017
3508702;Caconde;R$ 343.813.575,;2017
3508801;Cafelândia;R$ 479.128.592,;2017
3508900;Caiabu;R$ 59.759.935,;2017
3509007;Caieiras;R$ 3.318.817.332,;2017
3509106;Caiuá;R$ 77.948.805,;2017
3509205;Cajamar;R$ 14.807.216.068,;2017
3509254;Cajati;R$ 1.464.731.248,;2017
3509304;Cajobi;R$ 153.181.327,;2017
3509403;Cajuru;R$ 583.397.188,;2017
3509452;Campina do Monte Alegre;R$ 109.891.656,;2017
3509502;Campinas;R$ 58.469.540.169,;2017
3509601;Campo Limpo Paulista;R$ 1.850.600.008,;2017
3509700;Campos do Jordão;R$ 1.195.953.481,;2017
3509809;Campos Novos Paulista;R$ 126.972.763,;2017
3509908;Cananéia;R$ 259.514.196,;2017
3509957;Canas;R$ 129.947.875,;2017
3510005;Cândido Mota;R$ 1.006.142.731,;2017
3510104;Cândido Rodrigues;R$ 115.154.112,;2017
3510153;Canitar;R$ 171.870.050,;2017
3510203;Capão Bonito;R$ 839.491.809,;2017
3510302;Capela do Alto;R$ 282.828.545,;2017
3510401;Capivari;R$ 1.917.534.037,;2017
3510500;Caraguatatuba;R$ 2.930.538.514,;2017
3510609;Carapicuíba;R$ 5.516.904.590,;2017
3510708;Cardoso;R$ 259.517.180,;2017
3510807;Casa Branca;R$ 818.977.855,;2017
3510906;Cássia dos Coqueiros;R$ 140.370.016,;2017
3511003;Castilho;R$ 1.101.750.300,;2017
3511102;Catanduva;R$ 3.948.931.938,;2017
3511201;Catiguá;R$ 118.307.440,;2017
3511300;Cedral;R$ 326.780.936,;2017
3511409;Cerqueira César;R$ 748.014.623,;2017
3511508;Cerquilho;R$ 1.780.603.494,;2017
3511607;Cesário Lange;R$ 417.082.471,;2017
3511706;Charqueada;R$ 358.821.816,;2017
3511904;Clementina;R$ 265.263.471,;2017
3512001;Colina;R$ 953.349.248,;2017
3512100;Colômbia;R$ 378.778.719,;2017
3512209;Conchal;R$ 654.583.419,;2017
3512308;Conchas;R$ 331.221.598,;2017
3512407;Cordeirópolis;R$ 2.627.199.076,;2017
3512506;Coroados;R$ 163.750.500,;2017
3512605;Coronel Macedo;R$ 80.956.978,;2017
3512704;Corumbataí;R$ 206.311.901,;2017
3512803;Cosmópolis;R$ 1.545.884.386,;2017
3512902;Cosmorama;R$ 268.744.639,;2017
3513009;Cotia;R$ 11.654.510.166,;2017
3513108;Cravinhos;R$ 1.040.650.918,;2017
3513207;Cristais Paulista;R$ 199.221.060,;2017
3513306;Cruzália;R$ 92.617.360,;2017
3513405;Cruzeiro;R$ 2.115.558.278,;2017
3513504;Cubatão;R$ 11.679.715.001,;2017
3513603;Cunha;R$ 244.746.928,;2017
3513702;Descalvado;R$ 1.621.672.545,;2017
3513801;Diadema;R$ 13.715.207.877,;2017
3513850;Dirce Reis;R$ 65.443.241,;2017
3513900;Divinolândia;R$ 299.207.596,;2017
3514007;Dobrada;R$ 120.754.798,;2017
3514106;Dois Córregos;R$ 694.190.607,;2017
3514205;Dolcinópolis;R$ 45.074.573,;2017
3514304;Dourado;R$ 622.089.485,;2017
3514403;Dracena;R$ 1.174.513.859,;2017
3514502;Duartina;R$ 252.930.895,;2017
3514601;Dumont;R$ 241.739.509,;2017
3514700;Echaporã;R$ 131.688.262,;2017
3514809;Eldorado;R$ 362.126.218,;2017
3514908;Elias Fausto;R$ 679.146.590,;2017
3514924;Elisiário;R$ 68.565.820,;2017
3514957;Embaúba;R$ 55.022.791,;2017
3515004;Embu das Artes;R$ 11.771.684.602,;2017
3515103;Embu-Guaçu;R$ 1.025.718.480,;2017
3515129;Emilianópolis;R$ 62.546.728,;2017
3515152;Engenheiro Coelho;R$ 591.937.828,;2017
3515186;Espírito Santo do Pinhal;R$ 1.329.044.872,;2017
3515194;Espírito Santo do Turvo;R$ 73.711.694,;2017
3515202;Estrela d'Oeste;R$ 868.330.051,;2017
3515301;Estrela do Norte;R$ 64.942.285,;2017
3515350;Euclides da Cunha Paulista;R$ 112.911.598,;2017
3515400;Fartura;R$ 380.990.602,;2017
3515509;Fernandópolis;R$ 1.912.673.531,;2017
3515608;Fernando Prestes;R$ 200.350.868,;2017
3515657;Fernão;R$ 48.348.465,;2017
3515707;Ferraz de Vasconcelos;R$ 2.958.651.172,;2017
3515806;Flora Rica;R$ 39.445.793,;2017
3515905;Floreal;R$ 60.466.649,;2017
3516002;Flórida Paulista;R$ 196.128.604,;2017
3516101;Florínea;R$ 118.767.813,;2017
3516200;Franca;R$ 9.348.512.720,;2017
3516309;Francisco Morato;R$ 1.462.582.081,;2017
3516408;Franco da Rocha;R$ 2.925.145.270,;2017
3516507;Gabriel Monteiro;R$ 70.521.849,;2017
3516606;Gália;R$ 138.560.349,;2017
3516705;Garça;R$ 1.099.605.067,;2017
3516804;Gastão Vidigal;R$ 69.398.170,;2017
3516853;Gavião Peixoto;R$ 849.201.722,;2017
3516903;General Salgado;R$ 260.507.186,;2017
3517000;Getulina;R$ 195.033.248,;2017
3517109;Glicério;R$ 96.587.775,;2017
3517208;Guaiçara;R$ 190.523.625,;2017
3517307;Guaimbê;R$ 74.165.408,;2017
3517406;Guaíra;R$ 3.272.467.308,;2017
3517505;Guapiaçu;R$ 556.082.774,;2017
3517604;Guapiara;R$ 316.806.093,;2017
3517703;Guará;R$ 430.888.168,;2017
3517802;Guaraçaí;R$ 230.118.284,;2017
3517901;Guaraci;R$ 387.650.261,;2017
3518008;Guarani d'Oeste;R$ 34.898.276,;2017
3518107;Guarantã;R$ 171.200.511,;2017
3518206;Guararapes;R$ 1.106.811.326,;2017
3518305;Guararema;R$ 1.402.695.836,;2017
3518404;Guaratinguetá;R$ 5.069.866.696,;2017
3518503;Guareí;R$ 239.290.883,;2017
3518602;Guariba;R$ 865.122.131,;2017
3518701;Guarujá;R$ 8.408.709.871,;2017
3518800;Guarulhos;R$ 55.632.735.012,;2017
3518859;Guatapará;R$ 218.724.208,;2017
3518909;Guzolândia;R$ 64.722.895,;2017
3519006;Herculândia;R$ 349.059.831,;2017
3519055;Holambra;R$ 938.290.996,;2017
3519071;Hortolândia;R$ 12.411.319.240,;2017
3519105;Iacanga;R$ 526.416.693,;2017
3519204;Iacri;R$ 206.112.082,;2017
3519253;Iaras;R$ 139.208.613,;2017
3519303;Ibaté;R$ 929.032.182,;2017
3519402;Ibirá;R$ 249.562.173,;2017
3519501;Ibirarema;R$ 183.260.465,;2017
3519600;Ibitinga;R$ 1.498.941.274,;2017
3519709;Ibiúna;R$ 1.633.246.013,;2017
3519808;Icém;R$ 181.695.295,;2017
3519907;Iepê;R$ 246.502.007,;2017
3520004;Igaraçu do Tietê;R$ 299.163.636,;2017
3520103;Igarapava;R$ 1.087.990.203,;2017
3520202;Igaratá;R$ 213.463.558,;2017
3520301;Iguape;R$ 809.931.417,;2017
3520400;Ilhabela;R$ 6.166.978.518,;2017
3520426;Ilha Comprida;R$ 693.558.582,;2017
3520442;Ilha Solteira;R$ 627.306.717,;2017
3520509;Indaiatuba;R$ 14.024.835.864,;2017
3520608;Indiana;R$ 61.714.716,;2017
3520707;Indiaporã;R$ 94.263.884,;2017
3520806;Inúbia Paulista;R$ 140.367.132,;2017
3520905;Ipaussu;R$ 383.774.147,;2017
3521002;Iperó;R$ 590.073.769,;2017
3521101;Ipeúna;R$ 821.465.762,;2017
3521150;Ipiguá;R$ 110.044.468,;2017
3521200;Iporanga;R$ 51.778.919,;2017
3521309;Ipuã;R$ 399.546.502,;2017
3521408;Iracemápolis;R$ 1.862.156.098,;2017
3521507;Irapuã;R$ 147.398.611,;2017
3521606;Irapuru;R$ 86.284.392,;2017
3521705;Itaberá;R$ 537.572.330,;2017
3521804;Itaí;R$ 580.758.305,;2017
3521903;Itajobi;R$ 1.302.754.791,;2017
3522000;Itaju;R$ 109.773.977,;2017
3522109;Itanhaém;R$ 1.849.470.839,;2017
3522158;Itaoca;R$ 39.835.016,;2017
3522208;Itapecerica da Serra;R$ 3.234.880.711,;2017
3522307;Itapetininga;R$ 4.330.169.549,;2017
3522406;Itapeva;R$ 2.381.114.594,;2017
3522505;Itapevi;R$ 11.253.728.090,;2017
3522604;Itapira;R$ 3.463.540.509,;2017
3522653;Itapirapuã Paulista;R$ 39.211.071,;2017
3522703;Itápolis;R$ 1.363.656.666,;2017
3522802;Itaporanga;R$ 303.462.319,;2017
3522901;Itapuí;R$ 650.877.506,;2017
3523008;Itapura;R$ 105.460.859,;2017
3523107;Itaquaquecetuba;R$ 6.993.618.664,;2017
3523206;Itararé;R$ 884.729.392,;2017
3523305;Itariri;R$ 269.211.544,;2017
3523404;Itatiba;R$ 5.506.722.130,;2017
3523503;Itatinga;R$ 326.147.207,;2017
