Cod_mun;municipios;PIB;Ano
3512704;Corumbataí;R$ 52.513.368,;2003
3512803;Cosmópolis;R$ 480.417.190,;2003
3512902;Cosmorama;R$ 47.562.371,;2003
3513009;Cotia;R$ 2.554.501.160,;2003
3513108;Cravinhos;R$ 229.997.520,;2003
3513207;Cristais Paulista;R$ 46.951.626,;2003
3513306;Cruzália;R$ 27.739.868,;2003
3513405;Cruzeiro;R$ 694.955.579,;2003
3513504;Cubatão;R$ 6.487.254.767,;2003
3513603;Cunha;R$ 59.762.366,;2003
3513702;Descalvado;R$ 481.544.821,;2003
3513801;Diadema;R$ 5.022.940.472,;2003
3513850;Dirce Reis;R$ 10.562.431,;2003
3513900;Divinolândia;R$ 69.757.768,;2003
3514007;Dobrada;R$ 49.165.420,;2003
3514106;Dois Córregos;R$ 213.579.602,;2003
3514205;Dolcinópolis;R$ 9.498.636,;2003
3514304;Dourado;R$ 69.371.245,;2003
3514403;Dracena;R$ 302.874.037,;2003
3514502;Duartina;R$ 70.788.412,;2003
3514601;Dumont;R$ 57.551.847,;2003
3514700;Echaporã;R$ 53.921.123,;2003
3514809;Eldorado;R$ 73.575.200,;2003
3514908;Elias Fausto;R$ 217.002.355,;2003
3514924;Elisiário;R$ 22.394.523,;2003
3514957;Embaúba;R$ 21.566.196,;2003
3515004;Embu das Artes;R$ 1.591.410.113,;2003
3515103;Embu-Guaçu;R$ 316.975.549,;2003
3515129;Emilianópolis;R$ 17.445.786,;2003
3515152;Engenheiro Coelho;R$ 125.595.277,;2003
3515186;Espírito Santo do Pinhal;R$ 370.334.771,;2003
3515194;Espírito Santo do Turvo;R$ 32.418.795,;2003
3515202;Estrela d'Oeste;R$ 177.738.266,;2003
3515301;Estrela do Norte;R$ 14.101.499,;2003
3515350;Euclides da Cunha Paulista;R$ 37.016.688,;2003
3515400;Fartura;R$ 94.376.294,;2003
3515509;Fernandópolis;R$ 674.330.378,;2003
3515608;Fernando Prestes;R$ 54.962.153,;2003
3515657;Fernão;R$ 14.555.710,;2003
3515707;Ferraz de Vasconcelos;R$ 603.813.714,;2003
3515806;Flora Rica;R$ 15.164.099,;2003
3515905;Floreal;R$ 19.919.703,;2003
3516002;Flórida Paulista;R$ 108.640.847,;2003
3516101;Florínea;R$ 63.657.705,;2003
3516200;Franca;R$ 2.383.011.510,;2003
3516309;Francisco Morato;R$ 364.376.668,;2003
3516408;Franco da Rocha;R$ 784.959.667,;2003
3516507;Gabriel Monteiro;R$ 19.316.697,;2003
3516606;Gália;R$ 35.401.140,;2003
3516705;Garça;R$ 304.808.348,;2003
3516804;Gastão Vidigal;R$ 24.322.978,;2003
3516853;Gavião Peixoto;R$ 139.844.779,;2003
3516903;General Salgado;R$ 94.386.210,;2003
3517000;Getulina;R$ 71.635.512,;2003
3517109;Glicério;R$ 31.837.228,;2003
3517208;Guaiçara;R$ 61.925.565,;2003
3517307;Guaimbê;R$ 23.032.972,;2003
3517406;Guaíra;R$ 497.551.077,;2003
3517505;Guapiaçu;R$ 303.313.840,;2003
3517604;Guapiara;R$ 91.581.894,;2003
3517703;Guará;R$ 175.016.756,;2003
3517802;Guaraçaí;R$ 72.950.671,;2003
3517901;Guaraci;R$ 75.579.875,;2003
3518008;Guarani d'Oeste;R$ 10.348.969,;2003
3518107;Guarantã;R$ 45.088.098,;2003
3518206;Guararapes;R$ 466.859.265,;2003
3518305;Guararema;R$ 510.378.909,;2003
3518404;Guaratinguetá;R$ 1.330.665.675,;2003
3518503;Guareí;R$ 52.308.282,;2003
3518602;Guariba;R$ 270.792.842,;2003
3518701;Guarujá;R$ 2.100.611.452,;2003
3518800;Guarulhos;R$ 14.386.458.092,;2003
3518859;Guatapará;R$ 97.404.939,;2003
3518909;Guzolândia;R$ 24.524.679,;2003
3519006;Herculândia;R$ 64.994.634,;2003
3519055;Holambra;R$ 254.772.779,;2003
3519071;Hortolândia;R$ 2.116.801.225,;2003
3519105;Iacanga;R$ 60.875.797,;2003
3519204;Iacri;R$ 49.060.970,;2003
3519253;Iaras;R$ 21.956.331,;2003
3519303;Ibaté;R$ 220.371.091,;2003
3519402;Ibirá;R$ 74.634.809,;2003
3519501;Ibirarema;R$ 71.026.230,;2003
3519600;Ibitinga;R$ 409.793.502,;2003
3519709;Ibiúna;R$ 424.231.303,;2003
3519808;Icém;R$ 55.643.903,;2003
3519907;Iepê;R$ 65.707.965,;2003
3520004;Igaraçu do Tietê;R$ 95.244.114,;2003
3520103;Igarapava;R$ 241.300.004,;2003
3520202;Igaratá;R$ 43.752.782,;2003
3520301;Iguape;R$ 126.680.205,;2003
3520400;Ilhabela;R$ 157.857.190,;2003
3520426;Ilha Comprida;R$ 47.460.454,;2003
3520442;Ilha Solteira;R$ 266.977.325,;2003
3520509;Indaiatuba;R$ 2.836.066.942,;2003
3520608;Indiana;R$ 21.482.098,;2003
3520707;Indiaporã;R$ 28.072.429,;2003
3520806;Inúbia Paulista;R$ 36.665.825,;2003
3520905;Ipaussu;R$ 113.208.688,;2003
3521002;Iperó;R$ 159.277.287,;2003
3521101;Ipeúna;R$ 68.619.345,;2003
3521150;Ipiguá;R$ 34.424.209,;2003
3521200;Iporanga;R$ 13.782.265,;2003
3521309;Ipuã;R$ 156.897.458,;2003
3521408;Iracemápolis;R$ 208.326.367,;2003
3521507;Irapuã;R$ 49.056.451,;2003
3521606;Irapuru;R$ 29.790.059,;2003
3521705;Itaberá;R$ 114.608.195,;2003
3521804;Itaí;R$ 164.748.835,;2003
3521903;Itajobi;R$ 135.493.561,;2003
3522000;Itaju;R$ 30.838.714,;2003
3522109;Itanhaém;R$ 407.567.303,;2003
3522158;Itaoca;R$ 10.782.284,;2003
3522208;Itapecerica da Serra;R$ 1.058.257.628,;2003
3522307;Itapetininga;R$ 1.374.607.927,;2003
3522406;Itapeva;R$ 665.491.166,;2003
3522505;Itapevi;R$ 1.327.481.748,;2003
3522604;Itapira;R$ 991.091.898,;2003
3522653;Itapirapuã Paulista;R$ 12.306.764,;2003
3522703;Itápolis;R$ 404.230.610,;2003
3522802;Itaporanga;R$ 59.948.783,;2003
3522901;Itapuí;R$ 97.509.874,;2003
3523008;Itapura;R$ 22.441.476,;2003
3523107;Itaquaquecetuba;R$ 1.284.502.063,;2003
3523206;Itararé;R$ 353.239.029,;2003
3523305;Itariri;R$ 70.856.230,;2003
3523404;Itatiba;R$ 1.646.380.807,;2003
3523503;Itatinga;R$ 92.321.436,;2003
3523602;Itirapina;R$ 120.166.772,;2003
3523701;Itirapuã;R$ 22.449.161,;2003
3523800;Itobi;R$ 34.852.488,;2003
3523909;Itu;R$ 2.146.752.399,;2003
3524006;Itupeva;R$ 717.939.593,;2003
3524105;Ituverava;R$ 325.757.590,;2003
3524204;Jaborandi;R$ 73.361.000,;2003
3524303;Jaboticabal;R$ 790.992.540,;2003
3524402;Jacareí;R$ 3.759.952.133,;2003
3524501;Jaci;R$ 94.344.847,;2003
3524600;Jacupiranga;R$ 100.846.123,;2003
3524709;Jaguariúna;R$ 2.135.135.975,;2003
3524808;Jales;R$ 404.619.129,;2003
3524907;Jambeiro;R$ 91.992.869,;2003
3525003;Jandira;R$ 967.187.352,;2003
3525102;Jardinópolis;R$ 291.201.081,;2003
3525201;Jarinu;R$ 167.041.040,;2003
3525300;Jaú;R$ 1.187.374.679,;2003
3525409;Jeriquara;R$ 29.815.905,;2003
3525508;Joanópolis;R$ 59.465.411,;2003
3525607;João Ramalho;R$ 48.353.612,;2003
3525706;José Bonifácio;R$ 353.449.154,;2003
3525805;Júlio Mesquita;R$ 16.075.459,;2003
3525854;Jumirim;R$ 24.046.538,;2003
3525904;Jundiaí;R$ 8.680.591.815,;2003
3526001;Junqueirópolis;R$ 104.085.832,;2003
3526100;Juquiá;R$ 94.364.260,;2003
3526209;Juquitiba;R$ 211.513.950,;2003
3526308;Lagoinha;R$ 20.496.331,;2003
3526407;Laranjal Paulista;R$ 263.613.298,;2003
3526506;Lavínia;R$ 44.195.968,;2003
3526605;Lavrinhas;R$ 36.467.851,;2003
3526704;Leme;R$ 652.583.796,;2003
3526803;Lençóis Paulista;R$ 727.800.591,;2003
3526902;Limeira;R$ 3.661.434.507,;2003
3527009;Lindóia;R$ 38.162.536,;2003
3527108;Lins;R$ 867.084.208,;2003
3527207;Lorena;R$ 725.653.721,;2003
3527256;Lourdes;R$ 16.091.431,;2003
3527306;Louveira;R$ 1.260.005.015,;2003
3527405;Lucélia;R$ 116.584.700,;2003
3527504;Lucianópolis;R$ 15.325.586,;2003
3527603;Luís Antônio;R$ 593.855.109,;2003
3527702;Luiziânia;R$ 23.750.831,;2003
3527801;Lupércio;R$ 18.755.527,;2003
3527900;Lutécia;R$ 25.352.493,;2003
3528007;Macatuba;R$ 107.715.666,;2003
3528106;Macaubal;R$ 39.946.125,;2003
3528205;Macedônia;R$ 30.246.312,;2003
3528304;Magda;R$ 23.214.926,;2003
3528403;Mairinque;R$ 821.775.586,;2003
3528502;Mairiporã;R$ 464.783.306,;2003
3528601;Manduri;R$ 46.375.995,;2003
3528700;Marabá Paulista;R$ 36.042.085,;2003
3528809;Maracaí;R$ 240.269.603,;2003
3528858;Marapoama;R$ 29.879.123,;2003
3528908;Mariápolis;R$ 15.145.945,;2003
3529005;Marília;R$ 2.108.458.689,;2003
3529104;Marinópolis;R$ 14.205.213,;2003
3529203;Martinópolis;R$ 152.702.511,;2003
3529302;Matão;R$ 1.416.129.461,;2003
3529401;Mauá;R$ 4.633.683.732,;2003
3529500;Mendonça;R$ 23.771.235,;2003
3529609;Meridiano;R$ 39.697.695,;2003
3529658;Mesópolis;R$ 12.997.132,;2003
3529708;Miguelópolis;R$ 304.373.279,;2003
3529807;Mineiros do Tietê;R$ 67.556.246,;2003
3529906;Miracatu;R$ 133.197.588,;2003
3530003;Mira Estrela;R$ 17.852.016,;2003
3530102;Mirandópolis;R$ 164.902.571,;2003
3530201;Mirante do Paranapanema;R$ 69.801.239,;2003
3530300;Mirassol;R$ 408.450.055,;2003
3530409;Mirassolândia;R$ 29.147.986,;2003
3530508;Mococa;R$ 613.793.134,;2003
3530607;Mogi das Cruzes;R$ 3.932.913.371,;2003
3530706;Mogi Guaçu;R$ 2.245.930.174,;2003
3530805;Mogi Mirim;R$ 1.239.786.433,;2003
3530904;Mombuca;R$ 23.724.041,;2003
3531001;Monções;R$ 11.696.005,;2003
3531100;Mongaguá;R$ 190.653.891,;2003
3531209;Monte Alegre do Sul;R$ 62.228.659,;2003
3531308;Monte Alto;R$ 433.498.348,;2003
3531407;Monte Aprazível;R$ 211.897.143,;2003
3531506;Monte Azul Paulista;R$ 166.240.872,;2003
3531605;Monte Castelo;R$ 24.236.835,;2003
3531704;Monteiro Lobato;R$ 21.475.992,;2003
3531803;Monte Mor;R$ 979.649.898,;2003
3531902;Morro Agudo;R$ 468.182.337,;2003
3532009;Morungaba;R$ 266.124.861,;2003
3532058;Motuca;R$ 100.344.646,;2003
3532108;Murutinga do Sul;R$ 26.149.868,;2003
3532157;Nantes;R$ 31.120.642,;2003
3532207;Narandiba;R$ 21.395.378,;2003
3532306;Natividade da Serra;R$ 21.540.860,;2003
3532405;Nazaré Paulista;R$ 87.072.294,;2003
3532504;Neves Paulista;R$ 60.670.161,;2003
3532603;Nhandeara;R$ 73.221.520,;2003
3532702;Nipoã;R$ 27.131.858,;2003
3532801;Nova Aliança;R$ 27.371.370,;2003
3532827;Nova Campina;R$ 60.979.962,;2003
3532843;Nova Canaã Paulista;R$ 16.766.762,;2003
3532868;Nova Castilho;R$ 11.322.420,;2003
3532900;Nova Europa;R$ 65.067.001,;2003
3533007;Nova Granada;R$ 123.071.041,;2003
3533106;Nova Guataporanga;R$ 8.365.093,;2003
3533205;Nova Independência;R$ 15.583.985,;2003
3533254;Novais;R$ 28.167.415,;2003
3533304;Nova Luzitânia;R$ 13.043.428,;2003
3533403;Nova Odessa;R$ 691.964.254,;2003
3533502;Novo Horizonte;R$ 293.752.251,;2003
3533601;Nuporanga;R$ 92.752.672,;2003
3533700;Ocauçu;R$ 25.386.840,;2003
3533809;Óleo;R$ 22.881.661,;2003
3533908;Olímpia;R$ 512.698.052,;2003
3534005;Onda Verde;R$ 77.379.147,;2003
3534104;Oriente;R$ 27.582.473,;2003
3534203;Orindiúva;R$ 86.171.490,;2003
3534302;Orlândia;R$ 728.801.031,;2003
3534401;Osasco;R$ 14.144.164.241,;2003
3534500;Oscar Bressane;R$ 20.707.956,;2003
3534609;Osvaldo Cruz;R$ 317.198.649,;2003
3534708;Ourinhos;R$ 1.110.711.412,;2003
3534757;Ouroeste;R$ 76.876.689,;2003
3534807;Ouro Verde;R$ 34.119.578,;2003
3534906;Pacaembu;R$ 54.349.882,;2003
3535002;Palestina;R$ 64.632.506,;2003
3535101;Palmares Paulista;R$ 44.060.491,;2003
3535200;Palmeira d'Oeste;R$ 55.043.362,;2003
3535309;Palmital;R$ 249.515.324,;2003
3535408;Panorama;R$ 74.055.332,;2003
3535507;Paraguaçu Paulista;R$ 348.263.065,;2003
3535606;Paraibuna;R$ 132.734.528,;2003
3535705;Paraíso;R$ 64.304.146,;2003
3535804;Paranapanema;R$ 120.487.714,;2003
3535903;Paranapuã;R$ 19.407.567,;2003
3536000;Parapuã;R$ 85.512.298,;2003
3536109;Pardinho;R$ 65.542.892,;2003
3536208;Pariquera-Açu;R$ 104.918.501,;2003
3536257;Parisi;R$ 13.109.361,;2003
3536307;Patrocínio Paulista;R$ 165.974.672,;2003
3536406;Paulicéia;R$ 25.274.211,;2003
3536505;Paulínia;R$ 8.897.190.775,;2003
3536570;Paulistânia;R$ 19.021.044,;2003
3536604;Paulo de Faria;R$ 78.237.863,;2003
3536703;Pederneiras;R$ 478.717.454,;2003
3536802;Pedra Bela;R$ 22.698.261,;2003
3536901;Pedranópolis;R$ 22.328.763,;2003
3537008;Pedregulho;R$ 318.235.269,;2003
3537107;Pedreira;R$ 328.865.280,;2003
3537156;Pedrinhas Paulista;R$ 34.685.221,;2003
3537206;Pedro de Toledo;R$ 47.708.551,;2003
3537305;Penápolis;R$ 483.085.914,;2003
3537404;Pereira Barreto;R$ 152.496.771,;2003
3537503;Pereiras;R$ 57.896.765,;2003
3537602;Peruíbe;R$ 299.192.015,;2003
3537701;Piacatu;R$ 33.003.266,;2003
3537800;Piedade;R$ 339.032.826,;2003
3537909;Pilar do Sul;R$ 127.645.557,;2003
3538006;Pindamonhangaba;R$ 2.041.139.967,;2003
3538105;Pindorama;R$ 103.457.773,;2003
3538204;Pinhalzinho;R$ 62.519.519,;2003
3538303;Piquerobi;R$ 21.173.041,;2003
3538501;Piquete;R$ 46.175.960,;2003
3538600;Piracaia;R$ 125.004.956,;2003
3538709;Piracicaba;R$ 5.474.768.467,;2003
3538808;Piraju;R$ 177.425.234,;2003
3538907;Pirajuí;R$ 113.699.355,;2003
3539004;Pirangi;R$ 79.232.346,;2003
3539103;Pirapora do Bom Jesus;R$ 99.100.753,;2003
3539202;Pirapozinho;R$ 175.161.217,;2003
3539301;Pirassununga;R$ 752.731.789,;2003
3539400;Piratininga;R$ 54.869.385,;2003
3539509;Pitangueiras;R$ 341.339.073,;2003
3539608;Planalto;R$ 30.820.400,;2003
3539707;Platina;R$ 30.510.997,;2003
3539806;Poá;R$ 2.518.363.512,;2003
3539905;Poloni;R$ 42.264.202,;2003
3540002;Pompéia;R$ 486.477.918,;2003
3540101;Pongaí;R$ 22.677.584,;2003
3540200;Pontal;R$ 346.444.398,;2003
3540259;Pontalinda;R$ 23.876.268,;2003
3540309;Pontes Gestal;R$ 13.259.761,;2003
3540408;Populina;R$ 23.463.626,;2003
3540507;Porangaba;R$ 37.103.422,;2003
3540606;Porto Feliz;R$ 391.127.018,;2003
3540705;Porto Ferreira;R$ 519.963.177,;2003
3540754;Potim;R$ 47.000.134,;2003
3540804;Potirendaba;R$ 87.875.510,;2003
3540853;Pracinha;R$ 7.349.616,;2003
3540903;Pradópolis;R$ 196.556.754,;2003
3541000;Praia Grande;R$ 1.307.330.663,;2003
3541059;Pratânia;R$ 35.103.524,;2003
3541109;Presidente Alves;R$ 27.872.382,;2003
3541208;Presidente Bernardes;R$ 83.731.427,;2003
3541307;Presidente Epitácio;R$ 306.489.730,;2003
3541406;Presidente Prudente;R$ 2.183.768.798,;2003
3541505;Presidente Venceslau;R$ 217.515.438,;2003
3541604;Promissão;R$ 371.218.844,;2003
3541653;Quadra;R$ 25.391.826,;2003
3541703;Quatá;R$ 115.542.134,;2003
3541802;Queiroz;R$ 33.560.949,;2003
3541901;Queluz;R$ 45.835.946,;2003
3542008;Quintana;R$ 30.370.281,;2003
3542107;Rafard;R$ 109.447.807,;2003
3542206;Rancharia;R$ 278.806.116,;2003
3542305;Redenção da Serra;R$ 14.939.536,;2003
3542404;Regente Feijó;R$ 156.870.320,;2003
3542503;Reginópolis;R$ 38.478.298,;2003
3542602;Registro;R$ 321.892.845,;2003
3542701;Restinga;R$ 56.461.455,;2003
3542800;Ribeira;R$ 11.133.313,;2003
3542909;Ribeirão Bonito;R$ 97.664.973,;2003
3543006;Ribeirão Branco;R$ 117.280.944,;2003
3543105;Ribeirão Corrente;R$ 25.550.489,;2003
3543204;Ribeirão do Sul;R$ 42.358.365,;2003
3543238;Ribeirão dos Índios;R$ 8.657.974,;2003
3543253;Ribeirão Grande;R$ 75.723.271,;2003
3543303;Ribeirão Pires;R$ 803.454.749,;2003
3543402;Ribeirão Preto;R$ 7.927.445.825,;2003
3543501;Riversul;R$ 23.300.561,;2003
3543600;Rifaina;R$ 19.004.449,;2003
3543709;Rincão;R$ 91.858.537,;2003
3543808;Rinópolis;R$ 56.440.012,;2003
3543907;Rio Claro;R$ 2.549.300.937,;2003
3544004;Rio das Pedras;R$ 358.546.105,;2003
3544103;Rio Grande da Serra;R$ 159.966.986,;2003
3544202;Riolândia;R$ 57.162.756,;2003
3544251;Rosana;R$ 550.585.442,;2003
3544301;Roseira;R$ 66.280.179,;2003
3544400;Rubiácea;R$ 31.851.338,;2003
3544509;Rubinéia;R$ 17.383.476,;2003
3544608;Sabino;R$ 33.067.871,;2003
3544707;Sagres;R$ 13.264.130,;2003
3544806;Sales;R$ 28.708.959,;2003
3544905;Sales Oliveira;R$ 106.164.298,;2003
3545001;Salesópolis;R$ 172.409.461,;2003
3545100;Salmourão;R$ 23.072.990,;2003
3545159;Saltinho;R$ 54.748.895,;2003
3545209;Salto;R$ 1.418.227.154,;2003
3545308;Salto de Pirapora;R$ 597.152.821,;2003
3545407;Salto Grande;R$ 72.621.196,;2003
3545506;Sandovalina;R$ 108.667.524,;2003
3545605;Santa Adélia;R$ 114.402.549,;2003
3545704;Santa Albertina;R$ 33.352.881,;2003
3545803;Santa Bárbara d'Oeste;R$ 1.575.184.685,;2003
3546009;Santa Branca;R$ 140.116.635,;2003
3546108;Santa Clara d'Oeste;R$ 17.220.722,;2003
3546207;Santa Cruz da Conceição;R$ 57.607.211,;2003
3546256;Santa Cruz da Esperança;R$ 15.903.777,;2003
3546306;Santa Cruz das Palmeiras;R$ 165.313.919,;2003
3546405;Santa Cruz do Rio Pardo;R$ 555.111.563,;2003
3546504;Santa Ernestina;R$ 40.346.388,;2003
3546603;Santa Fé do Sul;R$ 278.650.996,;2003
3546702;Santa Gertrudes;R$ 303.084.859,;2003
3546801;Santa Isabel;R$ 405.883.952,;2003
3546900;Santa Lúcia;R$ 64.192.620,;2003
3547007;Santa Maria da Serra;R$ 43.634.618,;2003
3547106;Santa Mercedes;R$ 12.969.621,;2003
3547205;Santana da Ponte Pensa;R$ 13.843.093,;2003
3547304;Santana de Parnaíba;R$ 2.188.168.585,;2003
3547403;Santa Rita d'Oeste;R$ 44.268.769,;2003
3547502;Santa Rita do Passa Quatro;R$ 277.041.476,;2003
3547601;Santa Rosa de Viterbo;R$ 257.597.772,;2003
3547650;Santa Salete;R$ 10.371.384,;2003
3547700;Santo Anastácio;R$ 122.866.315,;2003
3547809;Santo André;R$ 10.073.072.696,;2003
3547908;Santo Antônio da Alegria;R$ 28.199.047,;2003
3548005;Santo Antônio de Posse;R$ 188.158.168,;2003
3548054;Santo Antônio do Aracanguá;R$ 121.340.316,;2003
3548104;Santo Antônio do Jardim;R$ 31.904.933,;2003
3548203;Santo Antônio do Pinhal;R$ 26.859.294,;2003
3548302;Santo Expedito;R$ 10.157.529,;2003
3548401;Santópolis do Aguapeí;R$ 31.113.512,;2003
3548500;Santos;R$ 6.859.421.886,;2003
3548609;São Bento do Sapucaí;R$ 53.430.121,;2003
3548708;São Bernardo do Campo;R$ 18.915.731.661,;2003
3548807;São Caetano do Sul;R$ 7.707.274.286,;2003
3548906;São Carlos;R$ 3.021.965.522,;2003
3549003;São Francisco;R$ 13.920.663,;2003
3549102;São João da Boa Vista;R$ 838.241.596,;2003
3549201;São João das Duas Pontes;R$ 13.768.627,;2003
3549250;São João de Iracema;R$ 21.387.597,;2003
3549300;São João do Pau d'Alho;R$ 11.761.533,;2003
3549409;São Joaquim da Barra;R$ 425.098.472,;2003
3549508;São José da Bela Vista;R$ 82.271.295,;2003
3549607;São José do Barreiro;R$ 16.088.680,;2003
3549706;São José do Rio Pardo;R$ 619.795.485,;2003
3549805;São José do Rio Preto;R$ 4.196.446.133,;2003
3549904;São José dos Campos;R$ 15.871.020.005,;2003
3549953;São Lourenço da Serra;R$ 141.025.312,;2003
3550001;São Luiz do Paraitinga;R$ 55.069.369,;2003
3550100;São Manuel;R$ 420.716.663,;2003
3550209;São Miguel Arcanjo;R$ 164.750.788,;2003
3550308;São Paulo;R$ 206.365.287.729,;2003
3550407;São Pedro;R$ 202.019.926,;2003
3550506;São Pedro do Turvo;R$ 50.835.014,;2003
3550605;São Roque;R$ 606.501.850,;2003
3550704;São Sebastião;R$ 929.378.709,;2003
3550803;São Sebastião da Grama;R$ 73.888.483,;2003
3550902;São Simão;R$ 129.800.967,;2003
3551009;São Vicente;R$ 1.488.501.869,;2003
3551108;Sarapuí;R$ 38.766.270,;2003
3551207;Sarutaiá;R$ 17.125.086,;2003
3551306;Sebastianópolis do Sul;R$ 29.748.370,;2003
3551405;Serra Azul;R$ 66.822.211,;2003
3551504;Serrana;R$ 169.536.621,;2003
3551603;Serra Negra;R$ 188.733.026,;2003
3551702;Sertãozinho;R$ 1.365.239.143,;2003
3551801;Sete Barras;R$ 79.614.779,;2003
3551900;Severínia;R$ 88.222.037,;2003
3552007;Silveiras;R$ 20.610.353,;2003
3552106;Socorro;R$ 210.219.560,;2003
3552205;Sorocaba;R$ 7.610.528.426,;2003
3552304;Sud Mennucci;R$ 68.960.675,;2003
3552403;Sumaré;R$ 3.163.860.292,;2003
3552502;Suzano;R$ 3.887.199.251,;2003
3552551;Suzanápolis;R$ 28.012.102,;2003
3552601;Tabapuã;R$ 89.509.558,;2003
3552700;Tabatinga;R$ 103.357.854,;2003
3552809;Taboão da Serra;R$ 2.474.397.705,;2003
3552908;Taciba;R$ 41.460.705,;2003
3553005;Taguaí;R$ 46.530.293,;2003
3553104;Taiaçu;R$ 38.061.027,;2003
3553203;Taiúva;R$ 52.653.942,;2003
3553302;Tambaú;R$ 259.975.337,;2003
3553401;Tanabi;R$ 168.689.713,;2003
3553500;Tapiraí;R$ 57.377.773,;2003
3553609;Tapiratiba;R$ 90.256.972,;2003
3553658;Taquaral;R$ 21.846.578,;2003
3553708;Taquaritinga;R$ 434.926.275,;2003
3553807;Taquarituba;R$ 113.972.252,;2003
3553856;Taquarivaí;R$ 36.538.412,;2003
3553906;Tarabai;R$ 32.192.102,;2003
3553955;Tarumã;R$ 242.620.726,;2003
3554003;Tatuí;R$ 955.953.443,;2003
3554102;Taubaté;R$ 4.877.676.346,;2003
3554201;Tejupá;R$ 26.829.450,;2003
3554300;Teodoro Sampaio;R$ 119.454.848,;2003
3554409;Terra Roxa;R$ 78.249.011,;2003
3554508;Tietê;R$ 539.221.570,;2003
3554607;Timburi;R$ 15.931.242,;2003
3554656;Torre de Pedra;R$ 6.466.139,;2003
3554706;Torrinha;R$ 61.520.163,;2003
3554755;Trabiju;R$ 11.889.498,;2003
3554805;Tremembé;R$ 201.064.540,;2003
3554904;Três Fronteiras;R$ 32.999.910,;2003
3554953;Tuiuti;R$ 48.274.200,;2003
3555000;Tupã;R$ 547.070.374,;2003
3555109;Tupi Paulista;R$ 84.770.910,;2003
3555208;Turiúba;R$ 12.587.546,;2003
3555307;Turmalina;R$ 19.373.466,;2003
3555356;Ubarana;R$ 101.233.598,;2003
3555406;Ubatuba;R$ 416.532.689,;2003
3555505;Ubirajara;R$ 26.140.407,;2003
3555604;Uchoa;R$ 74.577.255,;2003
3555703;União Paulista;R$ 21.522.535,;2003
3555802;Urânia;R$ 54.612.933,;2003
3555901;Uru;R$ 13.635.258,;2003
3556008;Urupês;R$ 98.214.967,;2003
3556107;Valentim Gentil;R$ 73.312.363,;2003
3556206;Valinhos;R$ 1.701.112.534,;2003
3556305;Valparaíso;R$ 212.954.121,;2003
3556354;Vargem;R$ 26.522.294,;2003
3556404;Vargem Grande do Sul;R$ 221.176.773,;2003
3556453;Vargem Grande Paulista;R$ 399.738.506,;2003
3556503;Várzea Paulista;R$ 798.323.290,;2003
3556602;Vera Cruz;R$ 49.755.808,;2003
3556701;Vinhedo;R$ 1.831.351.412,;2003
3556800;Viradouro;R$ 115.265.212,;2003
3556909;Vista Alegre do Alto;R$ 92.616.866,;2003
3556958;Vitória Brasil;R$ 7.756.700,;2003
3557006;Votorantim;R$ 791.317.955,;2003
3557105;Votuporanga;R$ 689.756.210,;2003
3557154;Zacarias;R$ 20.931.224,;2003
3557204;Chavantes;R$ 70.440.931,;2003
3557303;Estiva Gerbi;R$ 131.992.474,;2003
3500105;Adamantina;R$ 336.598.546,;2004
3500204;Adolfo;R$ 35.441.257,;2004
3500303;Aguaí;R$ 383.642.426,;2004
3500402;Águas da Prata;R$ 41.023.695,;2004
3500501;Águas de Lindóia;R$ 123.993.843,;2004
3500550;Águas de Santa Bárbara;R$ 48.835.800,;2004
3500600;Águas de São Pedro;R$ 42.053.164,;2004
3500709;Agudos;R$ 594.749.914,;2004
3500758;Alambari;R$ 30.956.932,;2004
3500808;Alfredo Marcondes;R$ 18.991.346,;2004
3500907;Altair;R$ 46.220.039,;2004
3501004;Altinópolis;R$ 144.286.882,;2004
3501103;Alto Alegre;R$ 42.943.670,;2004
3501152;Alumínio;R$ 1.055.213.095,;2004
3501202;Álvares Florence;R$ 60.613.914,;2004
3501301;Álvares Machado;R$ 131.125.904,;2004
3501400;Álvaro de Carvalho;R$ 16.082.268,;2004
3501509;Alvinlândia;R$ 15.330.374,;2004
3501608;Americana;R$ 4.310.191.299,;2004
3501707;Américo Brasiliense;R$ 195.022.678,;2004
3501806;Américo de Campos;R$ 31.328.951,;2004
3501905;Amparo;R$ 1.125.891.476,;2004
3502002;Analândia;R$ 57.849.427,;2004
3502101;Andradina;R$ 729.679.219,;2004
3502200;Angatuba;R$ 216.881.452,;2004
3502309;Anhembi;R$ 60.791.047,;2004
3502408;Anhumas;R$ 20.023.435,;2004
3502507;Aparecida;R$ 245.077.328,;2004
3502606;Aparecida d'Oeste;R$ 25.047.609,;2004
3502705;Apiaí;R$ 171.830.619,;2004
3502754;Araçariguama;R$ 312.900.608,;2004
3502804;Araçatuba;R$ 1.833.827.173,;2004
3502903;Araçoiaba da Serra;R$ 127.472.163,;2004
3503000;Aramina;R$ 44.442.491,;2004
3503109;Arandu;R$ 34.933.750,;2004
3503158;Arapeí;R$ 9.691.117,;2004
3503208;Araraquara;R$ 2.523.733.797,;2004
3503307;Araras;R$ 1.633.589.202,;2004
3503356;Arco-Íris;R$ 24.110.646,;2004
3503406;Arealva;R$ 46.703.100,;2004
3503505;Areias;R$ 13.781.506,;2004
