id_municipio,municipio,populacao_media_2022_2025,municipio_chave
3548500,Santos,424082.5,SANTOS
3548609,São Bento do Sapucaí,11821.25,SAO BENTO DO SAPUCAI
3548708,São Bernardo do Campo,825777.75,SAO BERNARDO DO CAMPO
3548807,São Caetano do Sul,169028.0,SAO CAETANO DO SUL
3548906,São Carlos,260358.75,SAO CARLOS
3549003,São Francisco,2614.0,SAO FRANCISCO
3549102,São João da Boa Vista,94234.0,SAO JOAO DA BOA VISTA
3549201,São João das Duas Pontes,2601.25,SAO JOAO DAS DUAS PONTES
3549250,São João de Iracema,1863.5,SAO JOAO DE IRACEMA
3549300,São João do Pau d'Alho,2266.25,SAO JOAO DO PAU DALHO
3549409,São Joaquim da Barra,49204.0,SAO JOAQUIM DA BARRA
3549508,São José da Bela Vista,7651.5,SAO JOSE DA BELA VISTA
3549607,São José do Barreiro,3873.0,SAO JOSE DO BARREIRO
3549706,São José do Rio Pardo,52813.25,SAO JOSE DO RIO PARDO
3549805,São José do Rio Preto,491637.25,SAO JOSE DO RIO PRETO
3549904,São José dos Campos,711485.5,SAO JOSE DOS CAMPOS
3549953,São Lourenço da Serra,16267.75,SAO LOURENCO DA SERRA
3550001,São Luís do Paraitinga,10414.5,SAO LUIS DO PARAITINGA
3550100,São Manuel,37718.75,SAO MANUEL
3550209,São Miguel Arcanjo,32476.5,SAO MIGUEL ARCANJO
3550308,São Paulo,11676134.25,SAO PAULO
3550407,São Pedro,39023.0,SAO PEDRO
3550506,São Pedro do Turvo,7275.0,SAO PEDRO DO TURVO
3550605,São Roque,80419.0,SAO ROQUE
3550704,São Sebastião,82872.25,SAO SEBASTIAO
3550803,São Sebastião da Grama,10448.5,SAO SEBASTIAO DA GRAMA
3550902,São Simão,13508.5,SAO SIMAO
3551009,São Vicente,334138.75,SAO VICENTE
3551108,Sarapuí,10511.75,SARAPUI
3551207,Sarutaiá,3737.25,SARUTAIA
3551306,Sebastianópolis do Sul,3159.5,SEBASTIANOPOLIS DO SUL
3551405,Serra Azul,12914.5,SERRA AZUL
3551504,Serrana,44701.5,SERRANA
3551603,Serra Negra,30438.75,SERRA NEGRA
3551702,Sertãozinho,129387.5,SERTAOZINHO
3551801,Sete Barras,12818.75,SETE BARRAS
3551900,Severínia,14642.25,SEVERINIA
3552007,Silveiras,6253.5,SILVEIRAS
3552106,Socorro,40794.0,SOCORRO
3552205,Sorocaba,741748.75,SOROCABA
3552304,Sud Mennucci,7410.0,SUD MENNUCCI
3552403,Sumaré,284998.25,SUMARE
3552502,Suzano,313471.0,SUZANO
3552551,Suzanápolis,3436.25,SUZANAPOLIS
3552601,Tabapuã,11410.75,TABAPUA
3552700,Tabatinga,14882.25,TABATINGA
3552809,Taboão da Serra,279166.25,TABOAO DA SERRA
3552908,Taciba,6334.25,TACIBA
3553005,Taguaí,12853.0,TAGUAI
3553104,Taiaçu,5712.25,TAIACU
3553203,Taiúva,6649.75,TAIUVA
3553302,Tambaú,21550.5,TAMBAU
3553401,Tanabi,25655.5,TANABI
3553500,Tapiraí,8059.0,TAPIRAI
3553609,Tapiratiba,11867.75,TAPIRATIBA
3553658,Taquaral,2634.75,TAQUARAL
3553708,Taquaritinga,52776.5,TAQUARITINGA
3553807,Taquarituba,24623.75,TAQUARITUBA
3553856,Taquarivaí,7008.5,TAQUARIVAI
3553906,Tarabai,6585.0,TARABAI
3553955,Tarumã,15081.75,TARUMA
3554003,Tatuí,126393.5,TATUI
3554102,Taubaté,316293.25,TAUBATE
3554201,Tejupá,4128.75,TEJUPA
3554300,Teodoro Sampaio,22375.75,TEODORO SAMPAIO
3554409,Terra Roxa,7939.5,TERRA ROXA
3554508,Tietê,38184.75,TIETE
3554607,Timburi,2475.5,TIMBURI
3554656,Torre de Pedra,2052.75,TORRE DE PEDRA
3554706,Torrinha,9409.5,TORRINHA
3554755,Trabiju,1701.75,TRABIJU
3554805,Tremembé,52213.75,TREMEMBE
3554904,Três Fronteiras,6920.25,TRES FRONTEIRAS
3554953,Tuiuti,6869.75,TUIUTI
3555000,Tupã,64676.25,TUPA
3555109,Tupi Paulista,16043.25,TUPI PAULISTA
3555208,Turiúba,1827.5,TURIUBA
3555307,Turmalina,1668.0,TURMALINA
3555356,Ubarana,5411.0,UBARANA
3555406,Ubatuba,94914.0,UBATUBA
3555505,Ubirajara,5204.5,UBIRAJARA
3555604,Uchoa,10521.25,UCHOA
3555703,União Paulista,1615.5,UNIAO PAULISTA
3555802,Urânia,8903.0,URANIA
3555901,Uru,1404.25,URU
3556008,Urupês,13899.75,URUPES
3556107,Valentim Gentil,14340.25,VALENTIM GENTIL
3556206,Valinhos,129070.25,VALINHOS
3556305,Valparaíso,24496.0,VALPARAISO
3556354,Vargem,10673.0,VARGEM
3556404,Vargem Grande do Sul,40687.0,VARGEM GRANDE DO SUL
3556453,Vargem Grande Paulista,51321.25,VARGEM GRANDE PAULISTA
3556503,Várzea Paulista,117693.25,VARZEA PAULISTA
3556602,Vera Cruz,10230.0,VERA CRUZ
3556701,Vinhedo,77851.0,VINHEDO
3556800,Viradouro,17548.5,VIRADOURO
3556909,Vista Alegre do Alto,8228.25,VISTA ALEGRE DO ALTO
3556958,Vitória Brasil,1810.5,VITORIA BRASIL
3557006,Votorantim,130551.25,VOTORANTIM
3557105,Votuporanga,98498.75,VOTUPORANGA
3557154,Zacarias,2729.5,ZACARIAS
3557204,Chavantes,12312.0,CHAVANTES
3557303,Estiva Gerbi,11441.25,ESTIVA GERBI
