id_municipio,municipio,ano,n_consumado,n_tentativa,n_outro,n_total
3513900,Divinolândia,2022,0,0,0,0
3513900,Divinolândia,2023,0,0,0,0
3513900,Divinolândia,2024,0,0,0,0
3513900,Divinolândia,2025,0,0,0,0
3514007,Dobrada,2022,0,0,0,0
3514007,Dobrada,2023,0,0,0,0
3514007,Dobrada,2024,0,1,0,1
3514007,Dobrada,2025,0,0,0,0
3514106,Dois Córregos,2022,0,0,0,0
3514106,Dois Córregos,2023,1,0,0,1
3514106,Dois Córregos,2024,0,0,0,0
3514106,Dois Córregos,2025,0,0,0,0
3514205,Dolcinópolis,2022,0,0,0,0
3514205,Dolcinópolis,2023,0,0,0,0
3514205,Dolcinópolis,2024,0,0,0,0
3514205,Dolcinópolis,2025,0,1,0,1
3514304,Dourado,2022,0,0,0,0
3514304,Dourado,2023,0,0,0,0
3514304,Dourado,2024,0,0,0,0
3514304,Dourado,2025,0,0,0,0
3514403,Dracena,2022,0,0,0,0
3514403,Dracena,2023,0,0,0,0
3514403,Dracena,2024,0,1,0,1
3514403,Dracena,2025,0,0,0,0
3514502,Duartina,2022,0,0,0,0
3514502,Duartina,2023,0,0,0,0
3514502,Duartina,2024,0,0,0,0
3514502,Duartina,2025,0,0,0,0
3514601,Dumont,2022,0,0,0,0
3514601,Dumont,2023,0,0,0,0
3514601,Dumont,2024,0,0,0,0
3514601,Dumont,2025,0,0,0,0
3514700,Echaporã,2022,0,0,0,0
3514700,Echaporã,2023,0,0,0,0
3514700,Echaporã,2024,0,0,0,0
3514700,Echaporã,2025,0,0,0,0
3514809,Eldorado,2022,0,0,0,0
3514809,Eldorado,2023,0,0,0,0
3514809,Eldorado,2024,0,1,0,1
3514809,Eldorado,2025,0,0,0,0
3514908,Elias Fausto,2022,0,0,0,0
3514908,Elias Fausto,2023,0,0,0,0
3514908,Elias Fausto,2024,0,0,0,0
3514908,Elias Fausto,2025,0,0,0,0
3514924,Elisiário,2022,0,0,0,0
3514924,Elisiário,2023,0,1,0,1
3514924,Elisiário,2024,0,0,0,0
3514924,Elisiário,2025,0,0,0,0
3514957,Embaúba,2022,0,0,0,0
3514957,Embaúba,2023,0,0,0,0
3514957,Embaúba,2024,0,0,0,0
3514957,Embaúba,2025,0,0,0,0
3515004,Embu das Artes,2022,0,3,0,3
3515004,Embu das Artes,2023,3,0,0,3
3515004,Embu das Artes,2024,1,0,0,1
3515004,Embu das Artes,2025,1,1,0,2
3515103,Embu-Guaçu,2022,0,0,0,0
3515103,Embu-Guaçu,2023,0,0,0,0
3515103,Embu-Guaçu,2024,0,0,0,0
3515103,Embu-Guaçu,2025,0,0,0,0
3515129,Emilianópolis,2022,0,0,0,0
3515129,Emilianópolis,2023,0,0,0,0
3515129,Emilianópolis,2024,0,0,0,0
3515129,Emilianópolis,2025,0,0,0,0
3515152,Engenheiro Coelho,2022,0,1,0,1
3515152,Engenheiro Coelho,2023,0,0,0,0
3515152,Engenheiro Coelho,2024,0,0,0,0
3515152,Engenheiro Coelho,2025,0,0,0,0
3515186,Espírito Santo do Pinhal,2022,0,1,0,1
3515186,Espírito Santo do Pinhal,2023,0,0,0,0
3515186,Espírito Santo do Pinhal,2024,0,1,0,1
3515186,Espírito Santo do Pinhal,2025,0,0,0,0
3515194,Espírito Santo do Turvo,2022,0,0,0,0
3515194,Espírito Santo do Turvo,2023,0,0,0,0
3515194,Espírito Santo do Turvo,2024,0,0,0,0
3515194,Espírito Santo do Turvo,2025,0,0,0,0
3515202,Estrela d'Oeste,2022,0,0,0,0
3515202,Estrela d'Oeste,2023,0,0,0,0
3515202,Estrela d'Oeste,2024,0,0,0,0
3515202,Estrela d'Oeste,2025,0,0,0,0
3515301,Estrela do Norte,2022,0,0,0,0
3515301,Estrela do Norte,2023,0,0,0,0
3515301,Estrela do Norte,2024,0,0,0,0
3515301,Estrela do Norte,2025,0,0,0,0
3515350,Euclides da Cunha Paulista,2022,0,0,0,0
3515350,Euclides da Cunha Paulista,2023,0,0,0,0
3515350,Euclides da Cunha Paulista,2024,0,0,0,0
3515350,Euclides da Cunha Paulista,2025,0,0,0,0
3515400,Fartura,2022,0,0,0,0
3515400,Fartura,2023,0,0,0,0
3515400,Fartura,2024,0,0,0,0
3515400,Fartura,2025,0,0,0,0
3515509,Fernandópolis,2022,0,0,0,0
3515509,Fernandópolis,2023,0,0,0,0
3515509,Fernandópolis,2024,0,1,0,1
3515509,Fernandópolis,2025,0,0,0,0
3515608,Fernando Prestes,2022,0,0,0,0
3515608,Fernando Prestes,2023,1,0,0,1
3515608,Fernando Prestes,2024,0,1,0,1
3515608,Fernando Prestes,2025,0,0,0,0
3515657,Fernão,2022,0,0,0,0
3515657,Fernão,2023,0,0,0,0
3515657,Fernão,2024,0,0,0,0
3515657,Fernão,2025,0,0,0,0
3515707,Ferraz de Vasconcelos,2022,0,0,0,0
3515707,Ferraz de Vasconcelos,2023,0,1,0,1
3515707,Ferraz de Vasconcelos,2024,0,1,0,1
3515707,Ferraz de Vasconcelos,2025,0,2,0,2
3515806,Flora Rica,2022,0,0,0,0
3515806,Flora Rica,2023,0,0,0,0
3515806,Flora Rica,2024,0,0,0,0
3515806,Flora Rica,2025,0,0,0,0
3515905,Floreal,2022,0,0,0,0
3515905,Floreal,2023,0,0,0,0
3515905,Floreal,2024,0,1,0,1
3515905,Floreal,2025,0,0,0,0
3516002,Flórida Paulista,2022,0,0,0,0
3516002,Flórida Paulista,2023,0,0,0,0
3516002,Flórida Paulista,2024,0,1,0,1
3516002,Flórida Paulista,2025,0,0,0,0
3516101,Florínia,2022,0,0,0,0
3516101,Florínia,2023,0,0,0,0
3516101,Florínia,2024,0,0,0,0
3516101,Florínia,2025,0,0,0,0
3516200,Franca,2022,0,3,0,3
3516200,Franca,2023,2,3,0,5
3516200,Franca,2024,3,4,0,7
3516200,Franca,2025,0,0,0,0
3516309,Francisco Morato,2022,0,1,0,1
3516309,Francisco Morato,2023,1,1,0,2
3516309,Francisco Morato,2024,0,3,0,3
3516309,Francisco Morato,2025,0,1,0,1
3516408,Franco da Rocha,2022,0,3,0,3
3516408,Franco da Rocha,2023,1,0,0,1
3516408,Franco da Rocha,2024,2,2,0,4
3516408,Franco da Rocha,2025,0,0,0,0
3516507,Gabriel Monteiro,2022,0,0,0,0
3516507,Gabriel Monteiro,2023,0,0,0,0
3516507,Gabriel Monteiro,2024,0,0,0,0
3516507,Gabriel Monteiro,2025,0,0,0,0
3516606,Gália,2022,0,0,0,0
3516606,Gália,2023,0,0,0,0
3516606,Gália,2024,0,0,0,0
3516606,Gália,2025,0,0,0,0
3516705,Garça,2022,0,0,0,0
3516705,Garça,2023,0,0,0,0
3516705,Garça,2024,1,1,0,2
3516705,Garça,2025,0,1,0,1
3516804,Gastão Vidigal,2022,0,0,0,0
3516804,Gastão Vidigal,2023,0,0,0,0
3516804,Gastão Vidigal,2024,0,0,0,0
3516804,Gastão Vidigal,2025,0,0,0,0
3516853,Gavião Peixoto,2022,0,0,0,0
3516853,Gavião Peixoto,2023,0,0,0,0
3516853,Gavião Peixoto,2024,0,0,0,0
3516853,Gavião Peixoto,2025,0,0,0,0
3516903,General Salgado,2022,0,0,0,0
3516903,General Salgado,2023,0,0,0,0
3516903,General Salgado,2024,0,0,0,0
3516903,General Salgado,2025,0,0,0,0
3517000,Getulina,2022,0,0,0,0
3517000,Getulina,2023,0,0,0,0
3517000,Getulina,2024,0,0,0,0
3517000,Getulina,2025,0,0,0,0
3517109,Glicério,2022,0,0,0,0
3517109,Glicério,2023,0,0,0,0
3517109,Glicério,2024,0,0,0,0
3517109,Glicério,2025,0,0,0,0
3517208,Guaiçara,2022,0,1,0,1
3517208,Guaiçara,2023,1,0,0,1
3517208,Guaiçara,2024,0,0,0,0
3517208,Guaiçara,2025,0,0,0,0
3517307,Guaimbê,2022,0,0,0,0
3517307,Guaimbê,2023,1,0,0,1
3517307,Guaimbê,2024,0,0,0,0
3517307,Guaimbê,2025,0,0,0,0
3517406,Guaíra,2022,0,0,0,0
3517406,Guaíra,2023,0,0,0,0
3517406,Guaíra,2024,0,2,0,2
3517406,Guaíra,2025,0,0,0,0
3517505,Guapiaçu,2022,0,0,0,0
3517505,Guapiaçu,2023,0,0,0,0
3517505,Guapiaçu,2024,0,1,0,1
3517505,Guapiaçu,2025,0,0,0,0
3517604,Guapiara,2022,0,0,0,0
3517604,Guapiara,2023,0,1,0,1
3517604,Guapiara,2024,0,0,0,0
3517604,Guapiara,2025,0,0,0,0
3517703,Guará,2022,0,1,0,1
3517703,Guará,2023,0,0,0,0
3517703,Guará,2024,0,0,0,0
3517703,Guará,2025,0,0,0,0
3517802,Guaraçaí,2022,0,1,0,1
3517802,Guaraçaí,2023,0,0,0,0
3517802,Guaraçaí,2024,0,0,0,0
3517802,Guaraçaí,2025,0,0,0,0
3517901,Guaraci,2022,0,0,0,0
3517901,Guaraci,2023,0,0,0,0
3517901,Guaraci,2024,0,0,0,0
3517901,Guaraci,2025,0,0,0,0
3518008,Guarani d'Oeste,2022,0,0,0,0
3518008,Guarani d'Oeste,2023,0,0,0,0
3518008,Guarani d'Oeste,2024,0,0,0,0
3518008,Guarani d'Oeste,2025,0,0,0,0
3518107,Guarantã,2022,0,0,0,0
3518107,Guarantã,2023,0,0,0,0
3518107,Guarantã,2024,0,1,0,1
3518107,Guarantã,2025,0,0,0,0
3518206,Guararapes,2022,0,0,0,0
3518206,Guararapes,2023,0,0,0,0
3518206,Guararapes,2024,0,0,0,0
3518206,Guararapes,2025,0,0,0,0
3518305,Guararema,2022,0,0,0,0
3518305,Guararema,2023,0,0,0,0
3518305,Guararema,2024,0,0,0,0
3518305,Guararema,2025,0,1,0,1
3518404,Guaratinguetá,2022,0,0,0,0
3518404,Guaratinguetá,2023,2,0,0,2
3518404,Guaratinguetá,2024,0,1,0,1
3518404,Guaratinguetá,2025,0,0,0,0
3518503,Guareí,2022,0,0,0,0
3518503,Guareí,2023,0,0,0,0
3518503,Guareí,2024,0,1,0,1
3518503,Guareí,2025,0,2,0,2
3518602,Guariba,2022,0,0,0,0
3518602,Guariba,2023,0,1,0,1
3518602,Guariba,2024,0,0,0,0
3518602,Guariba,2025,0,0,0,0
3518701,Guarujá,2022,0,4,0,4
3518701,Guarujá,2023,1,3,0,4
3518701,Guarujá,2024,2,2,0,4
3518701,Guarujá,2025,0,1,0,1
3518800,Guarulhos,2022,0,9,0,9
3518800,Guarulhos,2023,6,2,0,8
3518800,Guarulhos,2024,9,8,0,17
3518800,Guarulhos,2025,5,2,0,7
3518859,Guatapará,2022,0,1,0,1
3518859,Guatapará,2023,0,0,0,0
3518859,Guatapará,2024,0,0,0,0
3518859,Guatapará,2025,0,0,0,0
3518909,Guzolândia,2022,0,0,0,0
3518909,Guzolândia,2023,0,0,0,0
3518909,Guzolândia,2024,0,0,0,0
3518909,Guzolândia,2025,0,0,0,0
3519006,Herculândia,2022,0,0,0,0
3519006,Herculândia,2023,0,0,0,0
3519006,Herculândia,2024,0,0,0,0
3519006,Herculândia,2025,0,0,0,0
3519055,Holambra,2022,0,0,0,0
3519055,Holambra,2023,0,0,0,0
3519055,Holambra,2024,1,0,0,1
3519055,Holambra,2025,0,0,0,0
3519071,Hortolândia,2022,0,3,0,3
3519071,Hortolândia,2023,2,1,0,3
3519071,Hortolândia,2024,0,2,0,2
3519071,Hortolândia,2025,3,3,0,6
3519105,Iacanga,2022,0,0,0,0
3519105,Iacanga,2023,0,1,0,1
3519105,Iacanga,2024,0,0,0,0
3519105,Iacanga,2025,0,0,0,0
3519204,Iacri,2022,0,0,0,0
3519204,Iacri,2023,0,0,0,0
3519204,Iacri,2024,0,0,0,0
3519204,Iacri,2025,0,0,0,0
3519253,Iaras,2022,0,0,0,0
3519253,Iaras,2023,0,0,0,0
3519253,Iaras,2024,0,0,0,0
3519253,Iaras,2025,0,1,0,1
3519303,Ibaté,2022,0,0,0,0
3519303,Ibaté,2023,1,0,0,1
3519303,Ibaté,2024,0,1,0,1
3519303,Ibaté,2025,0,0,0,0
3519402,Ibirá,2022,0,0,0,0
3519402,Ibirá,2023,0,0,0,0
3519402,Ibirá,2024,0,0,0,0
3519402,Ibirá,2025,0,0,0,0
3519501,Ibirarema,2022,0,0,0,0
3519501,Ibirarema,2023,0,0,0,0
3519501,Ibirarema,2024,0,0,0,0
3519501,Ibirarema,2025,0,0,0,0
3519600,Ibitinga,2022,0,1,0,1
3519600,Ibitinga,2023,1,0,0,1
3519600,Ibitinga,2024,1,0,0,1
3519600,Ibitinga,2025,0,0,0,0
3519709,Ibiúna,2022,0,0,0,0
3519709,Ibiúna,2023,0,0,0,0
3519709,Ibiúna,2024,0,1,0,1
3519709,Ibiúna,2025,0,0,0,0
3519808,Icém,2022,0,0,0,0
3519808,Icém,2023,0,0,0,0
3519808,Icém,2024,0,0,0,0
3519808,Icém,2025,0,1,0,1
3519907,Iepê,2022,0,0,0,0
3519907,Iepê,2023,0,0,0,0
3519907,Iepê,2024,0,1,0,1
3519907,Iepê,2025,0,0,0,0
3520004,Igaraçu do Tietê,2022,0,0,0,0
3520004,Igaraçu do Tietê,2023,0,0,0,0
3520004,Igaraçu do Tietê,2024,0,0,0,0
3520004,Igaraçu do Tietê,2025,0,0,0,0
3520103,Igarapava,2022,0,0,0,0
3520103,Igarapava,2023,0,0,0,0
3520103,Igarapava,2024,1,0,0,1
3520103,Igarapava,2025,0,0,0,0
3520202,Igaratá,2022,0,0,0,0
3520202,Igaratá,2023,0,0,0,0
3520202,Igaratá,2024,0,1,0,1
3520202,Igaratá,2025,0,0,0,0
3520301,Iguape,2022,0,0,0,0
3520301,Iguape,2023,0,0,0,0
3520301,Iguape,2024,0,0,0,0
3520301,Iguape,2025,0,0,0,0
3520400,Ilhabela,2022,0,0,0,0
3520400,Ilhabela,2023,1,0,0,1
3520400,Ilhabela,2024,0,2,0,2
3520400,Ilhabela,2025,0,0,0,0
3520426,Ilha Comprida,2022,0,0,0,0
3520426,Ilha Comprida,2023,0,0,0,0
3520426,Ilha Comprida,2024,0,0,0,0
3520426,Ilha Comprida,2025,0,1,0,1
3520442,Ilha Solteira,2022,0,0,0,0
3520442,Ilha Solteira,2023,0,0,0,0
3520442,Ilha Solteira,2024,2,0,0,2
3520442,Ilha Solteira,2025,0,1,0,1
3520509,Indaiatuba,2022,0,1,0,1
3520509,Indaiatuba,2023,0,1,0,1
3520509,Indaiatuba,2024,1,0,0,1
3520509,Indaiatuba,2025,1,2,0,3
3520608,Indiana,2022,0,0,0,0
3520608,Indiana,2023,0,0,0,0
3520608,Indiana,2024,0,1,0,1
3520608,Indiana,2025,0,0,0,0
3520707,Indiaporã,2022,0,0,0,0
3520707,Indiaporã,2023,0,0,0,0
3520707,Indiaporã,2024,0,0,0,0
3520707,Indiaporã,2025,0,0,0,0
3520806,Inúbia Paulista,2022,0,0,0,0
3520806,Inúbia Paulista,2023,0,0,0,0
3520806,Inúbia Paulista,2024,0,0,0,0
3520806,Inúbia Paulista,2025,0,0,0,0
3520905,Ipaussu,2022,0,0,0,0
3520905,Ipaussu,2023,0,0,0,0
3520905,Ipaussu,2024,0,0,0,0
3520905,Ipaussu,2025,0,0,0,0
3521002,Iperó,2022,0,0,0,0
3521002,Iperó,2023,0,0,0,0
3521002,Iperó,2024,2,1,0,3
3521002,Iperó,2025,0,2,0,2
3521101,Ipeúna,2022,0,0,0,0
3521101,Ipeúna,2023,0,0,0,0
3521101,Ipeúna,2024,0,0,0,0
3521101,Ipeúna,2025,0,0,0,0
3521150,Ipiguá,2022,0,0,0,0
3521150,Ipiguá,2023,0,0,0,0
3521150,Ipiguá,2024,0,0,0,0
3521150,Ipiguá,2025,0,0,0,0
3521200,Iporanga,2022,0,0,0,0
3521200,Iporanga,2023,0,0,0,0
3521200,Iporanga,2024,0,0,0,0
3521200,Iporanga,2025,0,0,0,0
3521309,Ipuã,2022,0,0,0,0
3521309,Ipuã,2023,0,0,0,0
3521309,Ipuã,2024,0,1,0,1
3521309,Ipuã,2025,0,0,0,0
3521408,Iracemápolis,2022,0,0,0,0
3521408,Iracemápolis,2023,0,0,0,0
3521408,Iracemápolis,2024,0,1,0,1
3521408,Iracemápolis,2025,0,0,0,0
3521507,Irapuã,2022,0,0,0,0
3521507,Irapuã,2023,0,0,0,0
3521507,Irapuã,2024,0,1,0,1
3521507,Irapuã,2025,0,0,0,0
3521606,Irapuru,2022,0,0,0,0
3521606,Irapuru,2023,0,0,0,0
3521606,Irapuru,2024,0,0,0,0
3521606,Irapuru,2025,0,0,0,0
3521705,Itaberá,2022,0,1,0,1
3521705,Itaberá,2023,0,1,0,1
3521705,Itaberá,2024,0,0,0,0
3521705,Itaberá,2025,0,0,0,0
3521804,Itaí,2022,0,0,0,0
3521804,Itaí,2023,0,0,0,0
3521804,Itaí,2024,0,1,0,1
3521804,Itaí,2025,0,0,0,0
3521903,Itajobi,2022,0,0,0,0
3521903,Itajobi,2023,0,0,0,0
3521903,Itajobi,2024,0,0,0,0
3521903,Itajobi,2025,0,0,0,0
3522000,Itaju,2022,0,1,0,1
3522000,Itaju,2023,0,0,0,0
3522000,Itaju,2024,0,0,0,0
3522000,Itaju,2025,0,0,0,0
3522109,Itanhaém,2022,0,2,0,2
3522109,Itanhaém,2023,0,0,0,0
3522109,Itanhaém,2024,0,3,0,3
3522109,Itanhaém,2025,1,2,0,3
3522158,Itaóca,2022,0,0,0,0
3522158,Itaóca,2023,0,0,0,0
3522158,Itaóca,2024,0,0,0,0
3522158,Itaóca,2025,0,0,0,0
3522208,Itapecerica da Serra,2022,0,3,0,3
3522208,Itapecerica da Serra,2023,0,0,0,0
3522208,Itapecerica da Serra,2024,0,1,0,1
3522208,Itapecerica da Serra,2025,0,1,0,1
3522307,Itapetininga,2022,0,0,0,0
3522307,Itapetininga,2023,0,2,0,2
3522307,Itapetininga,2024,0,3,0,3
3522307,Itapetininga,2025,1,3,0,4
3522406,Itapeva,2022,0,2,0,2
3522406,Itapeva,2023,0,0,0,0
3522406,Itapeva,2024,1,1,0,2
3522406,Itapeva,2025,0,2,0,2
3522505,Itapevi,2022,0,3,0,3
3522505,Itapevi,2023,2,1,0,3
3522505,Itapevi,2024,3,5,0,8
3522505,Itapevi,2025,0,2,0,2
3522604,Itapira,2022,0,0,0,0
3522604,Itapira,2023,1,0,0,1
3522604,Itapira,2024,0,0,0,0
3522604,Itapira,2025,0,2,0,2
3522653,Itapirapuã Paulista,2022,0,0,0,0
3522653,Itapirapuã Paulista,2023,0,0,0,0
3522653,Itapirapuã Paulista,2024,0,0,0,0
3522653,Itapirapuã Paulista,2025,0,0,0,0
3522703,Itápolis,2022,0,1,0,1
3522703,Itápolis,2023,0,0,0,0
3522703,Itápolis,2024,0,1,0,1
3522703,Itápolis,2025,0,1,0,1
3522802,Itaporanga,2022,0,0,0,0
3522802,Itaporanga,2023,0,0,0,0
3522802,Itaporanga,2024,1,0,0,1
3522802,Itaporanga,2025,0,0,0,0
3522901,Itapuí,2022,0,0,0,0
3522901,Itapuí,2023,0,0,0,0
3522901,Itapuí,2024,1,1,0,2
3522901,Itapuí,2025,0,0,0,0
3523008,Itapura,2022,0,0,0,0
3523008,Itapura,2023,0,1,0,1
3523008,Itapura,2024,0,1,0,1
3523008,Itapura,2025,0,0,0,0
3523107,Itaquaquecetuba,2022,0,3,0,3
3523107,Itaquaquecetuba,2023,1,0,0,1
3523107,Itaquaquecetuba,2024,3,2,0,5
3523107,Itaquaquecetuba,2025,0,1,0,1
3523206,Itararé,2022,0,0,0,0
3523206,Itararé,2023,1,0,0,1
3523206,Itararé,2024,0,1,0,1
3523206,Itararé,2025,0,3,0,3
3523305,Itariri,2022,0,1,0,1
3523305,Itariri,2023,1,0,0,1
3523305,Itariri,2024,0,0,0,0
3523305,Itariri,2025,0,0,0,0
3523404,Itatiba,2022,0,3,0,3
3523404,Itatiba,2023,0,0,0,0
3523404,Itatiba,2024,1,2,0,3
3523404,Itatiba,2025,0,1,0,1
3523503,Itatinga,2022,0,0,0,0
3523503,Itatinga,2023,0,0,0,0
3523503,Itatinga,2024,0,0,0,0
3523503,Itatinga,2025,0,0,0,0
3523602,Itirapina,2022,0,0,0,0
3523602,Itirapina,2023,1,0,0,1
3523602,Itirapina,2024,0,0,0,0
3523602,Itirapina,2025,0,0,0,0
3523701,Itirapuã,2022,0,0,0,0
3523701,Itirapuã,2023,0,0,0,0
3523701,Itirapuã,2024,0,0,0,0
3523701,Itirapuã,2025,0,0,0,0
3523800,Itobi,2022,0,0,0,0
3523800,Itobi,2023,0,0,0,0
3523800,Itobi,2024,0,0,0,0
3523800,Itobi,2025,0,0,0,0
3523909,Itu,2022,0,1,0,1
3523909,Itu,2023,0,0,0,0
3523909,Itu,2024,4,5,0,9
3523909,Itu,2025,1,0,0,1
3524006,Itupeva,2022,0,0,0,0
3524006,Itupeva,2023,0,0,0,0
3524006,Itupeva,2024,2,0,0,2
3524006,Itupeva,2025,0,1,0,1
3524105,Ituverava,2022,0,0,0,0
3524105,Ituverava,2023,0,0,0,0
3524105,Ituverava,2024,0,1,0,1
3524105,Ituverava,2025,0,1,0,1
3524204,Jaborandi,2022,0,0,0,0
3524204,Jaborandi,2023,0,0,0,0
3524204,Jaborandi,2024,0,0,0,0
3524204,Jaborandi,2025,0,0,0,0
3524303,Jaboticabal,2022,0,1,0,1
3524303,Jaboticabal,2023,1,0,0,1
3524303,Jaboticabal,2024,0,0,0,0
3524303,Jaboticabal,2025,0,1,0,1
3524402,Jacareí,2022,0,0,0,0
3524402,Jacareí,2023,2,3,0,5
3524402,Jacareí,2024,1,1,0,2
3524402,Jacareí,2025,1,5,0,6
3524501,Jaci,2022,0,1,0,1
3524501,Jaci,2023,0,0,0,0
3524501,Jaci,2024,0,0,0,0
3524501,Jaci,2025,0,0,0,0
3524600,Jacupiranga,2022,0,0,0,0
3524600,Jacupiranga,2023,0,0,0,0
3524600,Jacupiranga,2024,0,0,0,0
3524600,Jacupiranga,2025,0,0,0,0
3524709,Jaguariúna,2022,0,0,0,0
3524709,Jaguariúna,2023,1,0,0,1
3524709,Jaguariúna,2024,0,0,0,0
3524709,Jaguariúna,2025,0,0,0,0
3524808,Jales,2022,0,0,0,0
3524808,Jales,2023,0,0,0,0
3524808,Jales,2024,0,0,0,0
3524808,Jales,2025,0,0,0,0
3524907,Jambeiro,2022,0,0,0,0
3524907,Jambeiro,2023,0,0,0,0
3524907,Jambeiro,2024,0,0,0,0
3524907,Jambeiro,2025,0,0,0,0
3525003,Jandira,2022,0,2,0,2
3525003,Jandira,2023,2,0,0,2
3525003,Jandira,2024,1,1,0,2
3525003,Jandira,2025,0,0,0,0
3525102,Jardinópolis,2022,0,0,0,0
3525102,Jardinópolis,2023,1,1,0,2
3525102,Jardinópolis,2024,0,0,0,0
3525102,Jardinópolis,2025,1,0,0,1
3525201,Jarinu,2022,0,2,0,2
3525201,Jarinu,2023,0,0,0,0
3525201,Jarinu,2024,0,0,0,0
3525201,Jarinu,2025,0,0,0,0
3525300,Jaú,2022,0,0,0,0
3525300,Jaú,2023,1,0,0,1
3525300,Jaú,2024,1,0,0,1
3525300,Jaú,2025,0,0,0,0
3525409,Jeriquara,2022,0,0,0,0
3525409,Jeriquara,2023,0,0,0,0
3525409,Jeriquara,2024,0,1,0,1
3525409,Jeriquara,2025,0,1,0,1
3525508,Joanópolis,2022,0,0,0,0
3525508,Joanópolis,2023,0,0,0,0
3525508,Joanópolis,2024,0,0,0,0
3525508,Joanópolis,2025,0,0,0,0
3525607,João Ramalho,2022,0,0,0,0
3525607,João Ramalho,2023,0,0,0,0
3525607,João Ramalho,2024,0,0,0,0
3525607,João Ramalho,2025,0,0,0,0
3525706,José Bonifácio,2022,0,0,0,0
3525706,José Bonifácio,2023,0,0,0,0
3525706,José Bonifácio,2024,0,1,0,1
3525706,José Bonifácio,2025,0,0,0,0
3525805,Júlio Mesquita,2022,0,0,0,0
3525805,Júlio Mesquita,2023,0,0,0,0
3525805,Júlio Mesquita,2024,0,0,0,0
3525805,Júlio Mesquita,2025,0,0,0,0
3525854,Jumirim,2022,0,0,0,0
3525854,Jumirim,2023,0,0,0,0
3525854,Jumirim,2024,0,0,0,0
3525854,Jumirim,2025,0,0,0,0
3525904,Jundiaí,2022,0,3,0,3
3525904,Jundiaí,2023,0,1,0,1
3525904,Jundiaí,2024,1,1,0,2
3525904,Jundiaí,2025,0,3,0,3
3526001,Junqueirópolis,2022,0,0,0,0
3526001,Junqueirópolis,2023,0,1,0,1
3526001,Junqueirópolis,2024,0,0,0,0
3526001,Junqueirópolis,2025,0,0,0,0
3526100,Juquiá,2022,0,0,0,0
3526100,Juquiá,2023,0,0,0,0
3526100,Juquiá,2024,0,0,0,0
3526100,Juquiá,2025,0,0,0,0
3526209,Juquitiba,2022,0,0,0,0
3526209,Juquitiba,2023,0,1,0,1
3526209,Juquitiba,2024,1,1,0,2
3526209,Juquitiba,2025,0,0,0,0
3526308,Lagoinha,2022,0,0,0,0
3526308,Lagoinha,2023,0,0,0,0
3526308,Lagoinha,2024,0,0,0,0
3526308,Lagoinha,2025,0,0,0,0
3526407,Laranjal Paulista,2022,0,0,0,0
3526407,Laranjal Paulista,2023,1,0,0,1
3526407,Laranjal Paulista,2024,0,3,0,3
3526407,Laranjal Paulista,2025,0,0,0,0
3526506,Lavínia,2022,0,0,0,0
3526506,Lavínia,2023,0,0,0,0
3526506,Lavínia,2024,0,0,0,0
3526506,Lavínia,2025,0,0,0,0
3526605,Lavrinhas,2022,0,0,0,0
3526605,Lavrinhas,2023,0,0,0,0
3526605,Lavrinhas,2024,0,0,0,0
3526605,Lavrinhas,2025,0,0,0,0
3526704,Leme,2022,0,1,0,1
3526704,Leme,2023,0,0,0,0
3526704,Leme,2024,1,0,0,1
3526704,Leme,2025,0,0,0,0
3526803,Lençóis Paulista,2022,0,0,0,0
3526803,Lençóis Paulista,2023,0,0,0,0
3526803,Lençóis Paulista,2024,0,1,0,1
3526803,Lençóis Paulista,2025,0,1,0,1
3526902,Limeira,2022,0,2,0,2
3526902,Limeira,2023,1,2,0,3
3526902,Limeira,2024,2,2,0,4
3526902,Limeira,2025,0,1,0,1
3527009,Lindóia,2022,0,0,0,0
3527009,Lindóia,2023,0,0,0,0
3527009,Lindóia,2024,0,0,0,0
3527009,Lindóia,2025,0,0,0,0
3527108,Lins,2022,0,1,0,1
3527108,Lins,2023,0,0,0,0
3527108,Lins,2024,2,0,0,2
3527108,Lins,2025,0,1,0,1
3527207,Lorena,2022,0,2,0,2
3527207,Lorena,2023,2,1,0,3
3527207,Lorena,2024,2,1,0,3
3527207,Lorena,2025,0,0,0,0
3527256,Lourdes,2022,0,0,0,0
3527256,Lourdes,2023,0,0,0,0
3527256,Lourdes,2024,0,0,0,0
3527256,Lourdes,2025,0,0,0,0
3527306,Louveira,2022,0,0,0,0
3527306,Louveira,2023,0,0,0,0
3527306,Louveira,2024,0,0,0,0
3527306,Louveira,2025,0,0,0,0
3527405,Lucélia,2022,0,0,0,0
3527405,Lucélia,2023,0,0,0,0
3527405,Lucélia,2024,0,0,0,0
3527405,Lucélia,2025,0,0,0,0
3527504,Lucianópolis,2022,0,0,0,0
3527504,Lucianópolis,2023,0,0,0,0
3527504,Lucianópolis,2024,0,0,0,0
3527504,Lucianópolis,2025,0,0,0,0
3527603,Luís Antônio,2022,0,0,0,0
3527603,Luís Antônio,2023,0,0,0,0
3527603,Luís Antônio,2024,0,0,0,0
3527603,Luís Antônio,2025,0,0,0,0
3527702,Luiziânia,2022,0,0,0,0
3527702,Luiziânia,2023,0,0,0,0
3527702,Luiziânia,2024,0,0,0,0
3527702,Luiziânia,2025,0,1,0,1
3527801,Lupércio,2022,0,0,0,0
3527801,Lupércio,2023,0,0,0,0
