ANO_BO,ANO_ESTATISTICA,BAIRRO,DATA_OCORRENCIA_BO,DESCR_CONDUTA,DESC_PERIODO,HORA_OCORRENCIA_BO,LATITUDE,LOGRADOURO,LONGITUDE,MES_ESTATISTICA,NATUREZA_APURADA,NOME_DELEGACIA,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_MUNICIPIO,NOME_MUNICIPIO_CIRCUNSCRICAO,NOME_SECCIONAL,NOME_SECCIONAL_CIRCUNSCRICAO,NUMERO_LOGRADOURO,NUM_BO,RUBRICA
2022.0,2022.0,PARQUE FERNANDA,22/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,06ª DDM SANTO AMARO,47º D.P. CAPAO REDONDO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,AE2379,Homicídio (art. 121)
2022.0,2022.0,BELVEDERE,12/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:10:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,DEL.POL.PLANTÃO PENAPOLIS,DEL.POL.PENÁPOLIS,DEINTER 10 - ARAÇATUBA,DEINTER 10 - ARAÇATUBA,PENAPOLIS,PENAPOLIS,DEL.SEC.ARACATUBA,DEL.SEC.ARACATUBA,,AC0317,Homicídio (art. 121)
2022.0,2022.0,AREA RURAL,12/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,19:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,DEL.POL.GUARUJA,01º D.P. GUARUJA,DEINTER 6 - SANTOS,DEINTER 6 - SANTOS,GUARUJA,GUARUJA,DEL.SEC.SANTOS,DEL.SEC.SANTOS,,AC4630,Homicídio (art. 121)
2022.0,2022.0,PARQUE IMPERIAL,09/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,DDM BARUERI,02º D.P. BARUERI,DEMACRO,DEMACRO,BARUERI,BARUERI,DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,,AB3503,Homicídio (art. 121)
2022.0,2022.0,JD ESPERANÇA,24/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,EM HORA INCERTA,,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,DDM BARUERI,DEL.POL.BARUERI,DEMACRO,DEMACRO,BARUERI,BARUERI,DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,,AF1638,Homicídio (art. 121)
2022.0,2022.0,ELDORADO,21/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:50:00,"-23,72084144",AVENIDA FREI AMBRÓSIO DE OLIVEIRA LUZ,"-46,62069192",1.0,TENTATIVA DE HOMICIDIO,03º D.P. DIADEMA,04º D.P. DIADEMA,DEMACRO,DEMACRO,DIADEMA,DIADEMA,DEL.SEC.DIADEMA,DEL.SEC.DIADEMA,100,AD7649,Homicídio (art. 121)
2022.0,2022.0,TABOAO,21/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:43:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,07º D.P. GUARULHOS,09º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,,AD7666,Homicídio (art. 121)
2022.0,2022.0,CIDADE BOA VISTA PLANALTO,25/01/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,A NOITE,,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,1.0,TENTATIVA DE HOMICIDIO,DDM SUZANO,02º D.P. SUZANO,DEMACRO,DEMACRO,SUZANO,SUZANO,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,,AF1191,Homicídio (art. 121)
2022.0,2022.0,SACOMA,13/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:35:38,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,26º D.P. SACOMA,83º D.P. PARQUE BRISTOL,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.2º SUL,DEL.SEC.2º SUL,,AI8724,Homicídio (art. 121)
2022.0,2022.0,CAPAO REDONDO,23/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,05:50:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,AL0305,Homicídio (art. 121)
2022.0,2022.0,JARDIM SÃO LUÍS,13/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,04:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,06ª DDM SANTO AMARO,92º D.P. PQ. SANTO ANTONIO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,AK7578,Homicídio (art. 121)
2022.0,2022.0,JOSE BONIFACIO,12/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,09:30:16,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,63º D.P. VILA JACUI,103º D.P. COHABII/ITAQU.,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.7º ITAQUERA,DEL.SEC.7º ITAQUERA,,AI7086,Homicídio (art. 121)
2022.0,2022.0,SAO MATEUS,27/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,12:19:00,"-23,6007388",RUA FORTE CANANEIA,"-46,46535769",2.0,TENTATIVA DE HOMICIDIO,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,172,AM1590,Homicídio (art. 121)
2022.0,2022.0,JARDIM PEDRA BRANCA,13/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,17:15:23,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,53º D.P. PARQUE DO CARMO,53º D.P. PARQUE DO CARMO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,,AI8594,Homicídio (art. 121)
2022.0,2022.0,CIDADE LIDER,09/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:36:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,53º D.P. PARQUE DO CARMO,66º D.P. JDIM ARICANDUVA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,,AI0264,Homicídio (art. 121)
2022.0,2022.0,VILA BELEN,06/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,19:35:38,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,CPJ LINS,DEL.POL.CAFELÂNDIA,DEINTER 4 - BAURU,DEINTER 4 - BAURU,CAFELANDIA,CAFELANDIA,DEL.SEC.LINS,DEL.SEC.LINS,,AG9991,Homicídio (art. 121)
2022.0,2022.0,CENTRO,,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:20:47,"-21,77976101",RUA VITÓRIA,"-50,7979001",2.0,TENTATIVA DE HOMICIDIO,DEL.POL.PARAPUA,DEL.POL.PARAPUA,DEINTER 4 - BAURU,DEINTER 4 - BAURU,PARAPUA,PARAPUA,DEL.SEC.TUPÃ,DEL.SEC.TUPÃ,1048,AK9947,Homicídio (art. 121)
2022.0,2022.0,GEOVANA,23/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:04:00,"-21,1840889",RUA MAJOR CARLOS DE FREITAS,"-48,9206424",2.0,TENTATIVA DE HOMICIDIO,DEL.SEC.CATANDUVA PLANTÃO,DEL.POL.PINDORAMA,DEINTER 5 - SAO JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,PINDORAMA,PINDORAMA,DEL.SEC.CATANDUVA,DEL.SEC.CATANDUVA,156,AL3216,Homicídio (art. 121)
2022.0,2022.0,IPORANGA,16/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:21:34,"-23,4570828",RUA LUIZ ANTÔNIO SANCHES,"-47,4021665",2.0,TENTATIVA DE HOMICIDIO,PLANTÃO-DEF MULH SOROCABA,06º D.P. SOROCABA,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,SOROCABA,SOROCABA,DEL.SEC.SOROCABA,DEL.SEC.SOROCABA,1,AJ8200,Homicídio (art. 121)
2022.0,2022.0,PRESIDENTE DUTRA,26/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,07:53:43,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,2.0,TENTATIVA DE HOMICIDIO,07º D.P. GUARULHOS,07º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,,AM0076,Homicídio (art. 121)
2022.0,2022.0,PQ PALMEIRAS,20/02/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,07:05:00,"-23,64905967",RUA AVELINO MARIANO PENA,"-46,32864894",2.0,TENTATIVA DE HOMICIDIO,DEL.POL.SUZANO,01º D.P. SUZANO,DEMACRO,DEMACRO,SUZANO,SUZANO,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,2662,AK4361,Homicídio (art. 121)
2022.0,2022.0,JACANA,05/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,73º D.P. JACANA,73º D.P. JACANA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.4º NORTE,DEL.SEC.4º NORTE,,AN5730,Homicídio (art. 121)
2022.0,2022.0,JARDIM DOS MANACAS,03/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,101º D.P. JDIM IMBUIAS,85º D.P. JARDIM MIRNA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,AN1229,Homicídio (art. 121)
2022.0,2022.0,JARDIM HELENA,12/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,04:25:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.7º ITAQUERA,DEL.SEC.7º ITAQUERA,,AP5124,Homicídio (art. 121)
2022.0,2022.0,CAMPOS DE SÃO JOSÉ,25/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,01:44:33,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.SEC.POL.SJCAMPOS PL SUL,06º D.P. S.JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,S.JOSE DOS CAMPOS,S.JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,,AT2901,Homicídio (art. 121)
2022.0,2022.0,BARBAROTO,29/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,11:25:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DDM ANDRADINA,02º D.P. ANDRADINA,DEINTER 10 - ARAÇATUBA,DEINTER 10 - ARAÇATUBA,ANDRADINA,ANDRADINA,DEL.SEC.ANDRADINA,DEL.SEC.ANDRADINA,,AU7099,Homicídio (art. 121)
2022.0,2022.0,ECOVILLE,03/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,05:34:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.VALPARAISO,DEL.POL.VALPARAISO,DEINTER 10 - ARAÇATUBA,DEINTER 10 - ARAÇATUBA,VALPARAISO,VALPARAISO,DEL.SEC.ARACATUBA,DEL.SEC.ARACATUBA,,AM8197,Homicídio (art. 121)
2022.0,2022.0,MARACANÃ,12/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,19:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.JARINU,DEL.POL.JARINU,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,JARINU,JARINU,DEL.SEC.JUNDIAI,DEL.SEC.JUNDIAI,,AP5965,Homicídio (art. 121)
2022.0,2022.0,JARDIM EMBARÉ,23/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,17:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.SEC.SÃO CARLOS PLANTÃO,05º D.P. SÃO CARLOS,DEINTER 3 - RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,S.CARLOS,S.CARLOS,DEL.SEC.SAO CARLOS,DEL.SEC.SAO CARLOS,,AS8654,Homicídio (art. 121)
2022.0,2022.0,SÍTIO PAECARA (VICENTE DE CARVALHO),14/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,01:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.GUARUJA,02º D.P. GUARUJA,DEINTER 6 - SANTOS,DEINTER 6 - SANTOS,GUARUJA,GUARUJA,DEL.SEC.SANTOS,DEL.SEC.SANTOS,,AP7234,Homicídio (art. 121)
2022.0,2022.0,BAIRRO DAS ARRUDAS,16/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,EM HORA INCERTA,,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.SALTO DE PIRAPORA,DEL.POL.ALAMBARI,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,CAPELA DO ALTO,ALAMBARI,DEL.SEC.SOROCABA,DEL.SEC.ITAPETININGA,,AV2390,Homicídio (art. 121)
2022.0,2022.0,AGUA BRANCA,26/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:10:14,"-23,26522815",RUA LOURDES LISBOA DALMAZO,"-47,67150748",3.0,TENTATIVA DE HOMICIDIO,DEL.POL.BOITUVA,DEL.POL.BOITUVA,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,BOITUVA,BOITUVA,DEL.SEC.ITAPETININGA,DEL.SEC.ITAPETININGA,89,AT7180,Homicídio (art. 121)
2022.0,2022.0,JARDIM SAO JOSE,07/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,PELA MANHÃ,,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.PORTO FELIZ,DEL.POL.PORTO FELIZ,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,PORTO FELIZ,PORTO FELIZ,DEL.SEC.SOROCABA,DEL.SEC.SOROCABA,,AN7110,Homicídio (art. 121)
2022.0,2022.0,JOSÉ SUNIGA,12/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,17:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DEL.POL.ALVARES MACHADO,DEL.POL.ALVARES MACHADO,DEINTER 8 - PRESIDENTE PRUDENTE,DEINTER 8 - PRESIDENTE PRUDENTE,ALVARES MACHADO,ALVARES MACHADO,DEL.SEC.PRESIDENTE PRUDENTE,DEL.SEC.PRESIDENTE PRUDENTE,,AP5916,Homicídio (art. 121)
2022.0,2022.0,RECANTO PRHYNEA,13/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,06:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,DDM BARUERI,DEL.POL.JANDIRA,DEMACRO,DEMACRO,JANDIRA,JANDIRA,DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,,AP6364,Homicídio (art. 121)
2022.0,2022.0,MORROS,24/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:15:06,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,3.0,TENTATIVA DE HOMICIDIO,01º D.P. GUARULHOS,02º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,,AT2717,Homicídio (art. 121)
2022.0,2022.0,TABOÃO,03/03/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,A TARDE,,"-23,4138399",RUA SANTO ESTEVÃO,"-46,5032519",3.0,TENTATIVA DE HOMICIDIO,DDM GUARULHOS,09º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,143,AN7958,Homicídio (art. 121)
2022.0,2022.0,CAMPO LIMPO,03/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:30:00,"-23,63918882",RUA MARIA JOSE DA CONCEICAO,"-46,74500035",4.0,TENTATIVA DE HOMICIDIO,06ª DDM SANTO AMARO,37º D.P. CAMPO LIMPO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.3º OESTE,37,AW7161,Homicídio (art. 121)
2022.0,2022.0,JARDIM ANGELA,29/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:10:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,BI2063,Homicídio (art. 121)
2022.0,2022.0,CIDADE DUTRA,07/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,11:58:04,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,101º D.P. JDIM IMBUIAS,101º D.P. JDIM IMBUIAS,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,AY4507,Homicídio (art. 121)
2022.0,2022.0,PARELHEIROS,03/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,16:00:00,"-23,79623327",RUA MARCELO BERNARDINI,"-46,73540382",4.0,TENTATIVA DE HOMICIDIO,101º D.P. JDIM IMBUIAS,25º D.P. PARELHEIROS,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,26,AW5032,Homicídio (art. 121)
2022.0,2022.0,CIDADE ADEMAR,14/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:15:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,98º D.P. JARDIM MIRIAM,43º D.P. CIDADE ADEMAR,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,BC1277,Homicídio (art. 121)
2022.0,2022.0,CIDADE TIRADENTES,20/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,09:30:00,"-23,59158725",RUA SENADOR NELSON CARNEIRO,"-46,40885643",4.0,TENTATIVA DE HOMICIDIO,44º D.P. GUAIANAZES,54º D.P. CID. TIRADENTES,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,550,BE1006,Homicídio (art. 121)
2022.0,2022.0,CIDADE TIRADENTES,23/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,08ª DDM SAO MATEUS,54º D.P. CID. TIRADENTES,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,,BH0764,Homicídio (art. 121)
2022.0,2022.0,SAO MATEUS,15/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,19:16:00,"-23,59530275",AVENIDA ARQUITETO VILANOVA ARTIGAS,"-46,49606904",4.0,TENTATIVA DE HOMICIDIO,69º D.P. TEOTONIO VILELA,69º D.P. TEOTONIO VILELA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.8º SAO MATEUS,DEL.SEC.8º SAO MATEUS,720,BC3088,Homicídio (art. 121)
2022.0,2022.0,VILA SAO ROQUE,12/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:30:10,"-22,73660396",RUA NICO ROSA,"-45,12992316",4.0,TENTATIVA DE HOMICIDIO,DEL.POL.LORENA,02º D.P. LORENA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,LORENA,LORENA,DEL.SEC.GUARATINGUETA,DEL.SEC.GUARATINGUETA,218,BA9963,Homicídio (art. 121)
2022.0,2022.0,BUQUIRINHA II,03/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,16:11:07,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DEL.SEC.POL.SJCAMPOS PL SUL,04º D.P. S.JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,S.JOSE DOS CAMPOS,S.JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,,AW5285,Homicídio (art. 121)
2022.0,2022.0,TRAVESSÃO,04/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,15:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DDM CARAGUATATUBA,01º D.P. CARAGUATATUBA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,CARAGUATATUBA,CARAGUATATUBA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,,AW9849,Homicídio (art. 121)
2022.0,2022.0,GAIVOTA,07/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:15:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DDM CARAGUATATUBA,DEL.POL.CARAGUATATUBA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,CARAGUATATUBA,CARAGUATATUBA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,,AY2426,Homicídio (art. 121)
2022.0,2022.0,BARRA DA LAGOA,15/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,03:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DEL.POL.UBATUBA,DEL.POL.UBATUBA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,UBATUBA,UBATUBA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,,BC1661,Homicídio (art. 121)
2022.0,2022.0,BOSQUE DA SAUDE,24/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,03:15:03,"-23,0319842",RUA SÃO PEDRO,"-45,5438079",4.0,TENTATIVA DE HOMICIDIO,DEL.SEC.TAUBATE PLANTÃO,03º D.P. TAUBATE,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,TAUBATE,TAUBATE,DEL.SEC.TAUBATÉ,DEL.SEC.TAUBATÉ,434.0,BF2188,Homicídio (art. 121)
2022.0,2022.0,JARDIM SHANGAI,04/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,01:20:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,PLANTÃO-DEF.MUL.CAMPINAS-2ªSEC,11º D.P. CAMPINAS,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,CAMPINAS,CAMPINAS,DEL.SEC.2º CAMPINAS,DEL.SEC.2º CAMPINAS,,AW5663,Homicídio (art. 121)
2022.0,2022.0,CRUZEIRO,04/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:15:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DEL.SEC.BRAGANÇA PTA PLANTÃO,02º D.P. BRAGANÇA PAULISTA,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,BRAGANCA PAULISTA,BRAGANCA PAULISTA,DEL.SEC.BRAGANÇA PAULISTA,DEL.SEC.BRAGANÇA PAULISTA,,AX1019,Homicídio (art. 121)
2022.0,2022.0,JARDIM MONTE VERDE,06/04/2022,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICIDIO,DEL.POL.PLANTÃO ITATIBA,01º D.P. ITATIBA,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,ITATIBA,ITATIBA,DEL.SEC.JUNDIAI,DEL.SEC.JUNDIAI,,AZ1716,Homicídio (art. 121)
