ANO_BO,ANO_ESTATISTICA,BAIRRO,DATA_OCORRENCIA_BO,DESCR_CONDUTA,DESC_PERIODO,HORA_OCORRENCIA_BO,LATITUDE,LOGRADOURO,LONGITUDE,MES_ESTATISTICA,NATUREZA_APURADA,NOME_DELEGACIA,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_MUNICIPIO,NOME_MUNICIPIO_CIRCUNSCRICAO,NOME_SECCIONAL,NOME_SECCIONAL_CIRCUNSCRICAO,NUMERO_LOGRADOURO,NUM_BO,RUBRICA
2024.0,2024.0,MONTE CASTELO,15/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:25:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,HOMICÍDIO DOLOSO,DEL.SEC.PRES.VENCESLAU PLANTÃO,DEL.POL.PRES. EPITACIO,DEINTER 8 - PRESIDENTE PRUDENTE,DEINTER 8 - PRESIDENTE PRUDENTE,PRESIDENTE EPITACIO,PRESIDENTE EPITACIO,DEL.SEC.PRESIDENTE VENCESLAU,DEL.SEC.PRESIDENTE VENCESLAU,,FF5203,Homicídio (art. 121)
2024.0,2024.0,Parque Dona Esther,25/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,16:20:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICÍDIO,DEL.POL.COSMÓPOLIS,DEL.POL.COSMÓPOLIS,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,COSMOPOLIS,COSMOPOLIS,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,,FT0929,Homicídio (art. 121)
2024.0,2024.0,colina 1,30/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICÍDIO,DEL.POL.MONTE MOR,DEL.POL.MONTE MOR,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,MONTE MOR,MONTE MOR,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,,FY6258,Homicídio (art. 121)
2024.0,2024.0,VILA YOLANDA COSTA E SILVA,30/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:20:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICÍDIO,DEL.POL.PLANTÃO SUMARE,01º D.P. SUMARE,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,SUMARE,SUMARE,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,,FZ5627,Homicídio (art. 121)
2024.0,2024.0,PARQUE NOVA VENEZA,06/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,10:10:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,HOMICÍDIO DOLOSO,DEL.POL.PLANTÃO SUMARE,03º D.P. SUMARE,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,SUMARE,SUMARE,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,,ET7823,Homicídio (art. 121)
2024.0,2024.0,CENTRO,14/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,HOMICÍDIO DOLOSO,DEL.POL.CACONDE,DEL.POL.CACONDE,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,CACONDE,CACONDE,DEL.SEC.CASA BRANCA,DEL.SEC.CASA BRANCA,,FE0205,Homicídio (art. 121)
2024.0,2024.0,RECREIO,30/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,12:00:00,"-22,5801661",Rua Caetano Vicentin,"-47,7105277",4.0,HOMICÍDIO DOLOSO,3ªHOMICIDIOS-DEIC-DEINTER 9,DEL.POL.CHARQUEADA,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,CHARQUEADA,CHARQUEADA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA,1.0,FZ0608,Homicídio (art. 121)
2024.0,2024.0,JD PAULISTA,13/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,17:00:00,"-23,30509611",RUA JARDINÓPOLIS,"-46,73644159",4.0,TENTATIVA DE HOMICÍDIO,DEL.POL.FRANCO ROCHA,DEL.POL.FRANCO ROCHA,DEMACRO,DEMACRO,FRANCO DA ROCHA,FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,36.0,FG2340,Homicídio (art. 121)
2024.0,2024.0,ESTAÇÃO,17/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICÍDIO,DEL.POL.ITAQUAQUECETUBA,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEMACRO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,,FI6183,Homicídio (art. 121)
2024.0,2024.0,IND AUTONOMISTA,24/04/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,10:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,4.0,TENTATIVA DE HOMICÍDIO,09º D.P. OSASCO,09º D.P. OSASCO,DEMACRO,DEMACRO,OSASCO,OSASCO,DEL.SEC.OSASCO,DEL.SEC.OSASCO,,FQ9415,Homicídio (art. 121)
2024.0,2024.0,JAGUARA,19/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:55:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,33º D.P. PIRITUBA,33º D.P. PIRITUBA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.3º OESTE,DEL.SEC.3º OESTE,,GW1620,Homicídio (art. 121)
2024.0,2024.0,VILA ANDRADE,21/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:53:00,"-23,61706866",RUA MELCHIOR GIOLA,"-46,72250457",5.0,HOMICÍDIO DOLOSO,89º D.P. JARDIM TABOAO,89º D.P. JARDIM TABOAO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.3º OESTE,DEL.SEC.3º OESTE,634.0,GY9877,Homicídio (art. 121)
2024.0,2024.0,VILA ANDRADE,21/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:53:00,"-23,61706866",RUA MELCHIOR GIOLA,"-46,72250457",5.0,TENTATIVA DE HOMICÍDIO,89º D.P. JARDIM TABOAO,89º D.P. JARDIM TABOAO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.3º OESTE,DEL.SEC.3º OESTE,634.0,GY9877,Homicídio (art. 121)
2024.0,2024.0,Brasilândia,09/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,04ª DDM NORTE,45º D.P. V BRASILANDIA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.4º NORTE,DEL.SEC.4º NORTE,,GJ6965,Homicídio (art. 121)
2024.0,2024.0,Parque Casa de Pedra,14/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,07:37:00,"-23,4423",Rua Ushikichi Kamiya,"-46,5909699",5.0,HOMICÍDIO DOLOSO,73º D.P. JACANA,73º D.P. JACANA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.4º NORTE,DEL.SEC.4º NORTE,3555.0,GP2443,Homicídio (art. 121)
2024.0,2024.0,VILA MEDEIROS,12/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:00:47,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,04ª DDM NORTE,73º D.P. JACANA,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.4º NORTE,DEL.SEC.4º NORTE,,GO8913,Homicídio (art. 121)
2024.0,2024.0,Jardim Copacabana,23/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:01:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.6º SANTO AMARO,DEL.SEC.6º SANTO AMARO,,HB6801,Homicídio (art. 121)
2024.0,2024.0,SAO MIGUEL,02/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,02:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,63º D.P. VILA JACUI,63º D.P. VILA JACUI,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.7º ITAQUERA,DEL.SEC.7º ITAQUERA,,GA3917,Homicídio (art. 121)
2024.0,2024.0,Cidade Antônio Estêvão de Carvalho,28/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:11:46,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,07ª DDM ITAQUERA,64º D.P. CID.AE CARVALHO,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.7º ITAQUERA,DEL.SEC.7º ITAQUERA,,HL7856,Homicídio (art. 121)
2024.0,2024.0,,14/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:11:00,"-22,5655003",SP-052,"-44,9995909",5.0,HOMICÍDIO DOLOSO,DEL.SEC.CRUZEIRO PLANTÃO,03º D.P. CRUZEIRO,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,CRUZEIRO,CRUZEIRO,DEL.SEC.CRUZEIRO,DEL.SEC.CRUZEIRO,1.0,GQ5619,Homicídio (art. 121)
2024.0,2024.0,PEGORELLI,15/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.CARAGUATATUBA,01º D.P. CARAGUATATUBA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,CARAGUATATUBA,CARAGUATATUBA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,,GS0611,Homicídio (art. 121)
2024.0,2024.0,Indaiá,10/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,A tarde,,"-23,6250387",Avenida Synésio Moreira Marcondes,"-45,4181391",5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.CARAGUATATUBA,DEL.POL.CARAGUATATUBA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,CARAGUATATUBA,CARAGUATATUBA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,0.0,GL8837,Homicídio (art. 121)
2024.0,2024.0,Itaquanduba,20/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,07:40:13,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.ILHABELA,DEL.POL.ILHABELA,DEINTER 1 - SAO JOSE DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,ILHABELA,ILHABELA,DEL.SEC.S.SEBASTIAO,DEL.SEC.S.SEBASTIAO,,GW3602,Homicídio (art. 121)
2024.0,2024.0,Novo Horizonte,09/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:36:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DDM ILHA SOLTEIRA,DEL.POL.ILHA SOLTEIRA,DEINTER 10 - ARAÇATUBA,DEINTER 10 - ARAÇATUBA,ILHA SOLTEIRA,ILHA SOLTEIRA,DEL.SEC.ANDRADINA,DEL.SEC.ANDRADINA,,GK8613,Homicídio (art. 121)
2024.0,2024.0,SANTA CECILIA,28/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,10:28:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.PAULINIA,DEL.POL.PAULINIA,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,PAULINIA,PAULINIA,DEL.SEC.1º CAMPINAS,DEL.SEC.1º CAMPINAS,,HH9383,Homicídio (art. 121)
2024.0,2024.0,Dic VI (Conjunto Habitacional Santo Dias Silva),02/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,22:33:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.PAULINIA,09º D.P. CAMPINAS,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,CAMPINAS,CAMPINAS,DEL.SEC.1º CAMPINAS,DEL.SEC.2º CAMPINAS,,GC0429,Homicídio (art. 121)
2024.0,2024.0,VILA ESPERANCA,09/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:11:00,"-22,60095842",RUA JOSÉ RUSSI,"-46,92004608",5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.SANTO ANTONIO DE POSSE,DEL.POL.SANTO ANTONIO DE POSSE,DEINTER 2 - CAMPINAS,DEINTER 2 - CAMPINAS,S.ANTONIO DE POSSE,S.ANTONIO DE POSSE,DEL.SEC.MOGI GUAÇU,DEL.SEC.MOGI GUAÇU,73.0,GK3430,Homicídio (art. 121)
2024.0,2024.0,Vila Rosa,20/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,02:48:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.TAQUARITINGA,DEL.POL.TAQUARITINGA,DEINTER 3 - RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,TAQUARITINGA,TAQUARITINGA,DEL.SEC.ARARAQUARA,DEL.SEC.ARARAQUARA,,GW1772,Homicídio (art. 121)
2024.0,2024.0,Jardim Luiza,14/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,11:20:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DDM FRANCA,05º D.P. FRANCA,DEINTER 3 - RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,FRANCA,FRANCA,DEL.SEC.FRANCA,DEL.SEC.FRANCA,,GR2555,Homicídio (art. 121)
2024.0,2024.0,LOT MANOEL PEREIRA DA SILVA NETO,01/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,16:10:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,CPJ RIBEIRAO PRETO,DEL.POL.S.ANTONIO DA ALEGRIA,DEINTER 3 - RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,S.ANTONIO DA ALEGRIA,S.ANTONIO DA ALEGRIA,DEL.SEC.RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,,GA0412,Homicídio (art. 121)
2024.0,2024.0,ALTOS DO TIETE,18/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:25:04,"-22,2345403",RUA EDITH VICENZI PICHELLI,"-48,719792",5.0,TENTATIVA DE HOMICÍDIO,CPJ JAU,DEL.POL.ITAPUI,DEINTER 4 - BAURU,DEINTER 4 - BAURU,ITAPUI,ITAPUI,DEL.SEC.JAU,DEL.SEC.JAU,127.0,GV4813,Homicídio (art. 121)
2024.0,2024.0,Centro,04/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,13:00:47,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,CPJ LINS,DEL.POL.GUARANTÃ,DEINTER 4 - BAURU,DEINTER 4 - BAURU,GUARANTA,GUARANTA,DEL.SEC.LINS,DEL.SEC.LINS,,GD8561,Homicídio (art. 121)
2024.0,2024.0,Vereador Eduardo Andrade Rei,06/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,05:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DDM MARILIA,04º D.P. MARÍLIA,DEINTER 4 - BAURU,DEINTER 4 - BAURU,MARILIA,MARILIA,DEL.SEC.MARILIA,DEL.SEC.MARILIA,,GE8550,Homicídio (art. 121)
2024.0,2024.0,Maracá II,22/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,03:15:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.SEC.MARÍLIA PLANTÃO,04º D.P. MARÍLIA,DEINTER 4 - BAURU,DEINTER 4 - BAURU,MARILIA,MARILIA,DEL.SEC.MARILIA,DEL.SEC.MARILIA,,GZ7085,Homicídio (art. 121)
2024.0,2024.0,VERDE MAR,04/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:00:30,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DDM ITANHAEM ,03º D.P. ITANHAEM,DEINTER 6 - SANTOS,DEINTER 6 - SANTOS,ITANHAEM,ITANHAEM,DEL.SEC.ITANHAEM,DEL.SEC.ITANHAEM,,GI8839,Homicídio (art. 121)
2024.0,2024.0,CENTRO,11/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:28:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.MIRACATU,DEL.POL.MIRACATU,DEINTER 6 - SANTOS,DEINTER 6 - SANTOS,MIRACATU,MIRACATU,DEL.SEC.REGISTRO,DEL.SEC.REGISTRO,,GN1066,Homicídio (art. 121)
2024.0,2024.0,TUPY,01/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,04:45:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.SEC.ITAPETININGA,02º D.P. ITAPETININGA,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,ITAPETININGA,ITAPETININGA,DEL.SEC.ITAPETININGA,DEL.SEC.ITAPETININGA,,FZ6945,Homicídio (art. 121)
2024.0,2024.0,Jardim Alberto Gomes,24/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,23:19:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.PLANTÃO ITU,02º D.P. ITU,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,ITU,ITU,DEL.SEC.SOROCABA,DEL.SEC.SOROCABA,,HE2511,Homicídio (art. 121)
2024.0,2024.0,Jardim Dona Madalena,12/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,16:50:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.PLANTÃO VOTORANTIM,DEL.POL.SALTO DE PIRAPORA,DEINTER 7 - SOROCABA,DEINTER 7 - SOROCABA,SALTO DE PIRAPORA,SALTO DE PIRAPORA,DEL.SEC.SOROCABA,DEL.SEC.SOROCABA,,GN4556,Homicídio (art. 121)
2024.0,2024.0,Jardim Sao Manoel,02/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,05:20:00,"-22,7990182",Rua Vitório Crispin,"-47,2999182",5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.NOVA ODESSA,DEL.POL.NOVA ODESSA,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,NOVA ODESSA,NOVA ODESSA,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,101.0,GA4190,Homicídio (art. 121)
2024.0,2024.0,Jardim Maracana (Nova Veneza),23/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,08:30:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,05º D.P. SUMARE,05º D.P. SUMARE,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,SUMARE,SUMARE,DEL.SEC.AMERICANA,DEL.SEC.AMERICANA,,HB7799,Homicídio (art. 121)
2024.0,2024.0,nino deperom,28/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:55:00,"-21,8410091",Rua Lucio Mauro Vidal,"-47,2508858",5.0,HOMICÍDIO DOLOSO,DEL.SEC.CASA BRANCA,DEL.POL.S.CRUZ DAS PALMEIRAS,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,S.CRUZ DAS PALMEIRAS,S.CRUZ DAS PALMEIRAS,DEL.SEC.CASA BRANCA,DEL.SEC.CASA BRANCA,51.0,HI8109,Homicídio (art. 121)
2024.0,2024.0,Vila Industrial,02/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:35:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.SEC.RIO CLARO PLANTÃO ,02º D.P. RIO CLARO,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,RIO CLARO,RIO CLARO,DEL.SEC.RIO CLARO,DEL.SEC.RIO CLARO,,GC0420,Homicídio (art. 121)
2024.0,2024.0,CENTRO,14/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:00:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.SEC.S.JOAO DA BOA VISTA,DEL.POL.AGUAI,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,AGUAI,AGUAI,DEL.SEC.S.JOÃO DA BOA VISTA,DEL.SEC.S.JOÃO DA BOA VISTA,,GQ4553,Homicídio (art. 121)
2024.0,2024.0,VILA SAO PEDRO,13/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,07:45:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DEL.POL.ESPIRITO SANTO PINHAL,DEL.POL.ESPIRITO SANTO PINHAL,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,ESPIRITO STO. PINHAL,ESPIRITO STO. PINHAL,DEL.SEC.S.JOÃO DA BOA VISTA,DEL.SEC.S.JOÃO DA BOA VISTA,,GN7715,Homicídio (art. 121)
2024.0,2024.0,Jardim Itacolomi,02/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,18:50:00,"-23,5454336",Rua Paulo Cesar Duarte,"-46,959791",5.0,TENTATIVA DE HOMICÍDIO,DDM ITAPEVI,DEL.POL.ITAPEVI,DEMACRO,DEMACRO,ITAPEVI,ITAPEVI,DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,25.0,GR0601,Homicídio (art. 121)
2024.0,2024.0,Cumbica,17/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,12:20:09,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,03º D.P. GUARULHOS,03º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,,GU2975,Homicídio (art. 121)
2024.0,2024.0,Cidade Parque Alvorada,26/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,14:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,04º D.P. GUARULHOS,04º D.P. GUARULHOS,DEMACRO,DEMACRO,GUARULHOS,GUARULHOS,DEL.SEC.GUARULHOS,DEL.SEC.GUARULHOS,,HF1855,Homicídio (art. 121)
2024.0,2024.0,JD DO VALE,16/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,20:02:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.ITAQUAQUECETUBA,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEMACRO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,,GT4916,Homicídio (art. 121)
2024.0,2024.0,JD IMPERADOR,23/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,06:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,DDM SUZANO,DEL.POL.SUZANO,DEMACRO,DEMACRO,SUZANO,SUZANO,DEL.SEC.MOGI DAS CRUZES,DEL.SEC.MOGI DAS CRUZES,,HB4556,Homicídio (art. 121)
2024.0,2024.0,Alvarenga,27/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,00:40:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,TENTATIVA DE HOMICÍDIO,03º D.P. S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEMACRO,S.BERNARDO DO CAMPO,S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.SEC.S.BERNARDO DO CAMPO,,HF5300,Homicídio (art. 121)
2024.0,2024.0,VILA SUÍÇA,31/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,02:33:00,"-23,69814583",RUA JUNINA,"-46,50014441",5.0,TENTATIVA DE HOMICÍDIO,06º D.P. SANTO ANDRÉ,06º D.P. SANTO ANDRÉ,DEMACRO,DEMACRO,S.ANDRE,S.ANDRE,DEL.SEC.SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,163.0,HL5153,Homicídio (art. 121)
2024.0,2024.0,jacuba,04/05/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,,21:20:00,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,5.0,HOMICÍDIO DOLOSO,DEL.POL.JUQUITIBA,DEL.POL.JUQUITIBA,DEMACRO,DEMACRO,JUQUITIBA,JUQUITIBA,DEL.SEC.TABOÃO DA SERRA,DEL.SEC.TABOÃO DA SERRA,,GE0733,Homicídio (art. 121)
2024.0,2024.0,Sé,06/06/2024,Feminicídio-contra a mulher por razões da condição de sexo feminino.,A tarde,,0,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,0,6.0,TENTATIVA DE HOMICÍDIO,13º D.P. CASA VERDE,01º D.P. SE,DECAP,DECAP,S.PAULO,S.PAULO,DEL.SEC.4º NORTE,DEL.SEC.1º CENTRO,,IV3509,Homicídio (art. 121)
